english	translation	category	sub_category	source
Davey	ダベイ	name	npc	Davey
Captain Donnie	ドニーせんちょう	name	npc	Captain Donnie
Zombie protester	ゾンビのこうぎもの	name	npc	Zombie protester
Zombie swab	ゾンビのスワブ	name	npc	Zombie swab
Evil spirit	じゃあくなせいれい	name	npc	Evil spirit
Fever spider	ねつびょうグモ	name	npc	Fever spider
Brewer	じょうぞうもの	name	npc	Brewer
Fishing spot	つりば	name	npc	Fishing spot
Karamthulhu	カランスルフ	name	npc	Karamthulhu
Tyras guard	チラスのえいへい	name	npc	Tyras guard
Ug	ウグ	name	npc	Ug
Aga	アガ	name	npc	Aga
Arrg	アーグ	name	npc	Arrg
Ice wolf	こおりオオカミ	name	npc	Ice wolf
Ice Troll	こおりトロール	name	npc	Ice Troll
Goblin	ゴブリン	name	npc	Goblin
General Bentnoze	ベントノーズしょうぐん	name	npc	General Bentnoze
General Wartface	ワートフェースしょうぐん	name	npc	General Wartface
Grubfoot	グラブフット	name	npc	Grubfoot
Rasolo	ラソロ	name	npc	Rasolo
Giant skeleton	きょだいなスケルトン	name	npc	Giant skeleton
Damis	ダミス	name	npc	Damis
Stranger	よそもの	name	npc	Stranger
Malak	マラク	name	npc	Malak
Bartender	バーテンダー	name	npc	Bartender
Eblis	エブリス	name	npc	Eblis
Bandit	とうぞく	name	npc	Bandit
Troll child	こどもトロール	name	npc	Troll child
Ice troll	こおりトロール	name	npc	Ice troll
Ice block	こおりブロック 	name	npc	Ice block
Troll father	ちちトロール	name	npc	Troll father
Troll mother	ははトロール	name	npc	Troll mother
Mummy	ミイラ	name	npc	Mummy
Mummy ashes	ミイラのはい	name	npc	Mummy ashes
Scarabs	スカラベ	name	npc	Scarabs
Azzanadra	アザナドラ	name	npc	Azzanadra
Sheep	ひつじ	name	npc	Sheep
Fred the Farmer	のうみんのフレッド	name	npc	Fred the Farmer
Bandit Leader	とうぞくのリーダー	name	npc	Bandit Leader
Bandit champion	とうぞくのチャンピオン	name	npc	Bandit champion
Cowardly Bandit	おろかなとうぞく	name	npc	Cowardly Bandit
My Arm	おいらのうで	name	npc	My Arm
Adventurer	ぼうけんか	name	npc	Adventurer
Captain Barnaby	バーナビせんちょう	name	npc	Captain Barnaby
Murcaily	ムーカイリ	name	npc	Murcaily
Jagbakoba	ジャグバコバ	name	npc	Jagbakoba
Flies	ハエ	name	npc	Flies
Unnamed troll child	なむしのトロール	name	npc	Unnamed troll child
Drunken Dwarf's Leg	よいったドワーフのあし	name	npc	Drunken Dwarf's Leg
Baby Roc	よういロク	name	npc	Baby Roc
Giant Roc	きょだいなロク	name	npc	Giant Roc
Shadow	かげ	name	npc	Shadow
Queen Sigrid	じょおうシグリッド	name	npc	Queen Sigrid
Banker	ぎんこういん	name	npc	Banker
Arnor	アーノー	name	npc	Arnor
Haming	ハミング	name	npc	Haming
Moldof	モルドフ	name	npc	Moldof
Helga	ヘルガ	name	npc	Helga
Matilda	マチルダ	name	npc	Matilda
Ashild	アシルド	name	npc	Ashild
Skraeling	スクラエリング	name	npc	Skraeling
Fishmonger	さかなや	name	npc	Fishmonger
Greengrocer	はちひゃくや	name	npc	Greengrocer
Ethereal Being	ゆうびななまいのちからだ	name	npc	Ethereal Being
Ethereal Numerator	ゆうびなぶんこ	name	npc	Ethereal Numerator
Ethereal Expert	ゆうびなせんもんか	name	npc	Ethereal Expert
Ethereal Perceptive	ゆうびなかんてん	name	npc	Ethereal Perceptive
Ethereal Guide	ゆうびなあんないにん	name	npc	Ethereal Guide
Ethereal Fluke	ゆうびなフルーク	name	npc	Ethereal Fluke
Ethereal Mimic	ゆうびなミミック	name	npc	Ethereal Mimic
Me	ワタシ	name	npc	Me
Suqah	スーカ	name	npc	Suqah
Scarab Mage	スカラベのまじゅつし	name	npc	Scarab Mage
Locust rider	バッタ・ライダー	name	npc	Locust rider
Giant Scarab	きょだいなスカラベ	name	npc	Giant Scarab
Olaf the Bard	ぎんゆうしじんオラフ	name	npc	Olaf the Bard
Lalli	ラリー	name	npc	Lalli
Golden sheep	きんのひつじ	name	npc	Golden sheep
Fossegrimen	フォッセグリム	name	npc	Fossegrimen
Ospak	オスパク	name	npc	Ospak
Styrmir	スチーミー	name	npc	Styrmir
Torbrund	トーブランド	name	npc	Torbrund
Fridgeir	フリッガー	name	npc	Fridgeir
Longhall Bouncer	ステージのけいびいん	name	npc	Longhall Bouncer
Guildmaster	ギルドマスター	name	npc	Guildmaster
Duke Horacio	ホラシオこうしゃく	name	npc	Duke Horacio
Elvarg	エルバーグ	name	npc	Elvarg
Klarense	クラレンス	name	npc	Klarense
Wormbrain	ワームブレイン	name	npc	Wormbrain
Oracle	オラクル	name	npc	Oracle
Oziach	オジアック	name	npc	Oziach
Melzar the Mad	きょうひとメルザー	name	npc	Melzar the Mad
Captain Ned	ネッドせんちょう	name	npc	Captain Ned
Cabin boy Jenkins	キャビンボーイ・ジェンキンス	name	npc	Cabin boy Jenkins
Larry	ラリー	name	npc	Larry
Penguin	ペンギン	name	npc	Penguin
KGP Guard	けー じー ぴー がーど	name	npc	KGP Guard
Pescaling Pax	ペスケリング・パックス	name	npc	Pescaling Pax
Ping	ピング	name	npc	Ping
Pong	ポング	name	npc	Pong
KGP Agent	けー じー ぴー えーじぇんと	name	npc	KGP Agent
Noodle	ヌードル	name	npc	Noodle
Penguin suit	ペンギン・スーツ	name	npc	Penguin suit
Agility Instructor	うんどうしんけいのこうし	name	npc	Agility Instructor
Army Commander	ぐんしれいかん	name	npc	Army Commander
Icelord	アイスロード	name	npc	Icelord
Crusher	クラッシャー	name	npc	Crusher
Grish	グリシュ	name	npc	Grish
Uglug Nar	ウグルグ・ナー	name	npc	Uglug Nar
Pilg	ピルグ	name	npc	Pilg
Grug	グラグ	name	npc	Grug
Ogre guard	オーガのえいへい	name	npc	Ogre guard
Zogre	ゾーガ	name	npc	Zogre
Skogre	スコーガ	name	npc	Skogre
Zavistic Rarve	ザバスチック・ラーブ	name	npc	Zavistic Rarve
Slash Bash	スラッシュ・バッシュ	name	npc	Slash Bash
Sithik Ints	シシク・インツ	name	npc	Sithik Ints
Gargh	ガーグ	name	npc	Gargh
Scarg	スカーグ	name	npc	Scarg
Gruh	グルフ	name	npc	Gruh
Irwin Feaselbaum	イーウィン・フィーゼルボム	name	npc	Irwin Feaselbaum
Moss Guardian	モス・ガーディアン	name	npc	Moss Guardian
Golrie	ゴルリー	name	npc	Golrie
Father Reen	リーンしんぷ	name	npc	Father Reen
Father Badden	バッデンしんぷ	name	npc	Father Badden
Denath	デナス	name	npc	Denath
Eric	エリック	name	npc	Eric
Evil Dave	じゃあくなデイブ	name	npc	Evil Dave
Matthew	マシュー	name	npc	Matthew
Tanya	タニヤ	name	npc	Tanya
Patrick	パトリック	name	npc	Patrick
Agrith Naar	アグリス・ナー	name	npc	Agrith Naar
Sand storm	すなあらし	name	npc	Sand storm
Clay golem	ねんどのゴーレム	name	npc	Clay golem
Donie	ドニー	name	npc	Donie
Restless ghost	ねむれぬれい	name	npc	Restless ghost
Father Urhney	ウーフニーしんぷ	name	npc	Father Urhney
Rock	がんせき	name	npc	Rock
Stick	ぼう	name	npc	Stick
Pee Hat	ピー・ハット	name	npc	Pee Hat
Kraka	クラカ	name	npc	Kraka
Dung	ふん	name	npc	Dung
Ash	はい	name	npc	Ash
Thrower Troll	いしなげトロール	name	npc	Thrower Troll
Mountain troll	やまトロール	name	npc	Mountain troll
Filliman Tarlock	フィリマン・ターロック	name	npc	Filliman Tarlock
Nature Spirit	しぜんのせいれい	name	npc	Nature Spirit
Ghast	かいぶつ	name	npc	Ghast
Ulizius	ウリジウス	name	npc	Ulizius
Klenter	クレンター	name	npc	Klenter
Weird Old Man	へんなおじいさん	name	npc	Weird Old Man
Kalphite Worker	はたらきカルファイト	name	npc	Kalphite Worker
Kalphite Guardian	えいへいカルファイト	name	npc	Kalphite Guardian
Hellpuppy	ヘルパピー	name	npc	Hellpuppy
Kalphite Larva	カルファイトのようちゅう	name	npc	Kalphite Larva
Anna	アンナ	name	npc	Anna
David	デイビッド	name	npc	David
Dagannoth mother	ははダガノス	name	npc	Dagannoth mother
Veliaf Hurtz	ベリアフ・フーツ	name	npc	Veliaf Hurtz
Sigmund	シグムンド	name	npc	Sigmund
Nardok	ナードク	name	npc	Nardok
Dartog	ダートグ	name	npc	Dartog
Gertrude's cat	ゲートルードのネコ	name	npc	Gertrude's cat
Gamer	ゲーマー	name	npc	Gamer
Barman	バーテンダー	name	npc	Barman
Rat	ネズミ	name	npc	Rat
Necromancer	ネクロマンサー	name	npc	Necromancer
Guard Bandit	とうぞくのえいへい	name	npc	Guard Bandit
Barbarian guard	ばんぞくのえいへい	name	npc	Barbarian guard
Sleepwalker	スリープウォーカー	name	npc	Sleepwalker
Snake	ヘビ	name	npc	Snake
Albino bat	アルビノのコウモリ	name	npc	Albino bat
Crab	カニ	name	npc	Crab
Giant mosquito	きょだいなか	name	npc	Giant mosquito
Jungle horror	ジャングルのかいぶつ	name	npc	Jungle horror
Cave horror	どうくつのかいぶつ	name	npc	Cave horror
Cavey Davey	ケイビー・デイビー	name	npc	Cavey Davey
Patchy	パッチー	name	npc	Patchy
Launa	ローナ	name	npc	Launa
Brana	ブラナ	name	npc	Brana
Tolna	トルナ	name	npc	Tolna
Angry bear	いかりったクマ	name	npc	Angry bear
Angry unicorn	いかりったユニコーン	name	npc	Angry unicorn
Angry giant rat	いかりったきょだいなネズミ	name	npc	Angry giant rat
Angry goblin	いかりったゴブリン	name	npc	Angry goblin
Fear reaper	きょうこわいをかるモノ	name	npc	Fear reaper
Confusion beast	こみみだけもの	name	npc	Confusion beast
Hopeless creature	たえのぞみのせいぶつ	name	npc	Hopeless creature
Runa	ルナ	name	npc	Runa
Halla	ハラ	name	npc	Halla
Finn	フィン	name	npc	Finn
Osvald	オスバルド	name	npc	Osvald
Runolf	ルノルフ	name	npc	Runolf
Tjorvi	ツジョービ	name	npc	Tjorvi
Ingrid	イングリッド	name	npc	Ingrid
Thora	ソラ	name	npc	Thora
Signy	シニー	name	npc	Signy
Hild	ヒルド	name	npc	Hild
Armod	アーモド	name	npc	Armod
Beigarth	ベイガース	name	npc	Beigarth
Reinn	レイン	name	npc	Reinn
Alviss	アルビス	name	npc	Alviss
Fullangr	フラングル	name	npc	Fullangr
Jari	ジャリ	name	npc	Jari
Thorodin	ソロジン	name	npc	Thorodin
Ferd	フェード	name	npc	Ferd
Donal	ドナル	name	npc	Donal
Sea Snake Young	わかいウミヘビ	name	npc	Sea Snake Young
Sea Snake Hatchling	なまれたてのウミヘビ	name	npc	Sea Snake Hatchling
Giant Sea Snake	きょだいなウミヘビ	name	npc	Giant Sea Snake
Elena	エレナ	name	npc	Elena
Da Vinci	ダ・ビンチ	name	npc	Da Vinci
Chancy	チャンシー	name	npc	Chancy
Hops	ホップス	name	npc	Hops
Julie	ジュリー	name	npc	Julie
Guidor	ギドー	name	npc	Guidor
Woman	おんな	name	npc	Woman
Dominic Onion	ドミニック・オニオン	name	npc	Dominic Onion
Barrelchest (hard)	バレルチェスト（じょうきゅう）	name	npc	Barrelchest (hard)
Giant Scarab (hard)	きょだいスカラベ（じょうきゅう）	name	npc	Giant Scarab (hard)
Dessous (hard)	デッソウス（じょうきゅう）	name	npc	Dessous (hard)
Kamil (hard)	カミル（じょうきゅう）	name	npc	Kamil (hard)
Child	こども	name	npc	Child
Damis (hard)	ダミス（じょうきゅう）	name	npc	Damis (hard)
Priest	しさい	name	npc	Priest
Paladin	パラディン	name	npc	Paladin
Jerico	ジェリコ	name	npc	Jerico
Chemist	かがくもの	name	npc	Chemist
Nurse Sarah	サラかんごし	name	npc	Nurse Sarah
Shark	サメ	name	npc	Shark
Archer	アーチャー	name	npc	Archer
Warrior	せんし	name	npc	Warrior
Wizard	まほうつかい	name	npc	Wizard
Fairy Queen	ようせいのじょおう	name	npc	Fairy Queen
Shamus	シャムス	name	npc	Shamus
Tree spirit	きのせいれい	name	npc	Tree spirit
Cave monk	どうくつのそうりょ	name	npc	Cave monk
Monk of Entrana	エントラナのそうりょ	name	npc	Monk of Entrana
Chicken	ニワトリ	name	npc	Chicken
Rooster	おすにわとり	name	npc	Rooster
Li'l lamb	しょうさなこひつじ	name	npc	Li'l lamb
Lamb	こひつじ	name	npc	Lamb
? ? ? ?	????	name	npc	? ? ? ?
Claus the Chef	シェフのクロース	name	npc	Claus the Chef
Philipe Carnillean	フィリップ・カーニレアン	name	npc	Philipe Carnillean
Henryeta Carnillean	ヘンリェッタ・ケーニレアン	name	npc	Henryeta Carnillean
Hazeel	ヘーゼル	name	npc	Hazeel
Hazeel Cultist	ヘーゼルしんじゃ	name	npc	Hazeel Cultist
Khazard Guard	カザードのえいへい	name	npc	Khazard Guard
Head Guard	えいへいなが	name	npc	Head Guard
Khazard Barman	カザードのバーテンダー	name	npc	Khazard Barman
Kelvin	ケルビン	name	npc	Kelvin
Joe	ジョー	name	npc	Joe
Slave	どれい	name	npc	Slave
Hengrad	ヘングラッド	name	npc	Hengrad
Spectator	かんせんもの	name	npc	Spectator
Bouncer	バウンサー	name	npc	Bouncer
Khazard Ogre	カザードのオーガ	name	npc	Khazard Ogre
Khazard Scorpion	カザードのサソリ	name	npc	Khazard Scorpion
Arzinian Avatar of Strength	アージニアンのかみ・わんりょく	name	npc	Arzinian Avatar of Strength
Arzinian Avatar of Ranging	アージニアンのかみ・えんしゃ	name	npc	Arzinian Avatar of Ranging
Arzinian Avatar of Magic	アージニアンのかみ・まほう	name	npc	Arzinian Avatar of Magic
Arzinian Being of Bordanzan	アージニアンのなまいのちからだ・ボーダンザン	name	npc	Arzinian Being of Bordanzan
Saboteur	サボトー	name	npc	Saboteur
Gnome shop keeper	ノームのみせぬし	name	npc	Gnome shop keeper
Cute Creature	カワイイせいぶつ	name	npc	Cute Creature
Evil Creature	じゃあくなせいぶつ	name	npc	Evil Creature
fluffie	ふわふわ	name	npc	fluffie
Odd Old Man	きみょうなおじいさん	name	npc	Odd Old Man
Fortunato	フォーチュナト	name	npc	Fortunato
Ram	おひつじ	name	npc	Ram
Bones	ほね	name	npc	Bones
Vulture	ハゲワシ	name	npc	Vulture
Dr Fenkenstrain	フェンケンストレインせんせい	name	npc	Dr Fenkenstrain
Fenkenstrain's Monster	フェンケンストレインのかけもの	name	npc	Fenkenstrain's Monster
Lord Rologarth	ロロガースさま	name	npc	Lord Rologarth
Gardener Ghost	にわしのゆうれい	name	npc	Gardener Ghost
Experiment	じっけんたい	name	npc	Experiment
Loar Shadow	ローのかげ	name	npc	Loar Shadow
Loar Shade	ローのかげ	name	npc	Loar Shade
Shade Spirit	かげのせいれい	name	npc	Shade Spirit
Phrin Shadow	フリンのかげ	name	npc	Phrin Shadow
Phrin Shade	フリンのかげ	name	npc	Phrin Shade
Riyl Shadow	リールのかげ	name	npc	Riyl Shadow
Riyl Shade	リールのかげ	name	npc	Riyl Shade
Asyn Shadow	アシンのかげ	name	npc	Asyn Shadow
Asyn Shade	アシンのかげ	name	npc	Asyn Shade
Fiyr Shadow	フィールのかげ	name	npc	Fiyr Shadow
Fiyr Shade	フィールのかげ	name	npc	Fiyr Shade
Afflicted(Ulsquire)	かんそめもの（ウルスクワイヤー）	name	npc	Afflicted(Ulsquire)
Ulsquire Shauncy	ウルスクワイヤー・ショーンシー	name	npc	Ulsquire Shauncy
Afflicted(Razmire)	かんそめもの（ラズマイヤー）	name	npc	Afflicted(Razmire)
Razmire Keelgan	ラズマイヤー・キールガン	name	npc	Razmire Keelgan
Mort'ton Local	モートンのじもとたみ	name	npc	Mort'ton Local
Afflicted	かんそめもの	name	npc	Afflicted
Mort'ton local	モートンのじもとたみ	name	npc	Mort'ton local
Hairdresser	びようし	name	npc	Hairdresser
Makeover Mage	かいそうのまじゅつし	name	npc	Makeover Mage
Emily	エミリー	name	npc	Emily
Kaylee	カイリー	name	npc	Kaylee
Tina	ティナ	name	npc	Tina
Tarquin	ターキン	name	npc	Tarquin
Sigurd	シグルド	name	npc	Sigurd
Hari	ハリ	name	npc	Hari
Barfy Bill	きぶんのあくいビル	name	npc	Barfy Bill
Jack Seagull	ジャック・シーガル	name	npc	Jack Seagull
Longbow Ben	ロングボウ・ベン	name	npc	Longbow Ben
Ahab	アハブ	name	npc	Ahab
Seagull	カモメ	name	npc	Seagull
Matthias	マチアス	name	npc	Matthias
Gyr Falcon	ギール・ファルコン	name	npc	Gyr Falcon
Prickly kebbit	トゲトゲのケビット	name	npc	Prickly kebbit
Sabre-toothed kebbit	けんはケビット	name	npc	Sabre-toothed kebbit
Barb-tailed kebbit	とげおのケビット	name	npc	Barb-tailed kebbit
Wild kebbit	やせいケビット	name	npc	Wild kebbit
Artimeus	アーチメウス	name	npc	Artimeus
Seth Groats	セス・グローツ	name	npc	Seth Groats
Tassie Slipcast	タシー・スリップカスト	name	npc	Tassie Slipcast
Hammerspike Stoutbeard	ハマースパイク・フトヒゲ	name	npc	Hammerspike Stoutbeard
Dwarf gang member	ドワーフのギャングくみいん	name	npc	Dwarf gang member
Phantuwti Fanstuwi Farsight	ファンツチ・ファンツイ・ファーサイト	name	npc	Phantuwti Fanstuwi Farsight
Tindel Marchant	ティンデル・マーチャント	name	npc	Tindel Marchant
