english	translation	category	sub_category	source
Open Cupboard	ひらきいたとだな	name	object	Open Cupboard
Large open cupboard	ひらきいただいきなとだな	name	object	Large open cupboard
Dresser	ドレッサー	name	object	Dresser
Hat stand	ぼうしかけ	name	object	Hat stand
Basket	バスケット	name	object	Basket
Large urn	だいきなつぼ	name	object	Large urn
Bookshelves	ほんだな	name	object	Bookshelves
Wardrobe	タンス	name	object	Wardrobe
Full fishing net	いっぱいのぎょもう	name	object	Full fishing net
Pot	どなべ	name	object	Pot
Pots	なべ	name	object	Pots
Coffin	ひつぎ	name	object	Coffin
Small gravestone	しょうさなぼせき	name	object	Small gravestone
Grave marker	はかひょう	name	object	Grave marker
Tombstone	ぼせき	name	object	Tombstone
Large grave stone	だいきなぼせき	name	object	Large grave stone
Gravestone	ぼせき	name	object	Gravestone
Large grave	だいきなはか	name	object	Large grave
Henge	ヘンジ	name	object	Henge
Altar	さいだん	name	object	Altar
Altar of Guthix	ガシックスのさいだん	name	object	Altar of Guthix
Dolmen	ドルメン	name	object	Dolmen
Church organ	きょうかいのオルガン	name	object	Church organ
Bed	ベッド	name	object	Bed
Hammock	ハンモック	name	object	Hammock
Chaise lounge	シェーズロング	name	object	Chaise lounge
Crevice	すきあいだ	name	object	Crevice
Curtain	カーテン	name	object	Curtain
Red spice (4)	あかいこうしんりょう（４）	name	object	Red spice (4)
Orange spice (4)	オレンジいろのこうしんりょう（４）	name	object	Orange spice (4)
Brown spice (4)	ちゃいろのこうしんりょう（４）	name	object	Brown spice (4)
Yellow spice (4)	きいろのこうしんりょう（４）	name	object	Yellow spice (4)
Broken Fence	こわしれたフェンス	name	object	Broken Fence
Icicle	こおりはしら	name	object	Icicle
Cave entrance	どうくつのいりぐち	name	object	Cave entrance
Statue of a warrior	せんしのぞう	name	object	Statue of a warrior
Statue of a king	おうのぞう	name	object	Statue of a king
Statue of a queen	じょおうのぞう	name	object	Statue of a queen
Tribal statue	ぶぞくのぞう	name	object	Tribal statue
Dwarf statue	ドワーフのぞう	name	object	Dwarf statue
Gnome statue	ノームのぞう	name	object	Gnome statue
Statue	ぞう	name	object	Statue
Vase	かびん	name	object	Vase
Statue of Saradomin	サラドミンのぞう	name	object	Statue of Saradomin
Statue of Zamorak	ザモラックのぞう	name	object	Statue of Zamorak
Statue steps	ぞうのだい	name	object	Statue steps
Crystal ball	すいしょうだま	name	object	Crystal ball
Bank table	ぎんこうのテーブル	name	object	Bank table
Bathroom table	バスルーム・テーブル	name	object	Bathroom table
Table	テーブル	name	object	Table
Study desk	べんきょうつくえ	name	object	Study desk
Workbench	さぎょうだい	name	object	Workbench
Picnic bench	ピクニックのベンチ	name	object	Picnic bench
Counter	カウンター	name	object	Counter
Small table	しょうさなテーブル	name	object	Small table
Chemistry Table	みけんだい	name	object	Chemistry Table
Silver stall	ぎんのやだい	name	object	Silver stall
Silk stall	きぬのやだい	name	object	Silk stall
Bakery stall	パンのやだい	name	object	Bakery stall
Gem stall	ほうせきのやだい	name	object	Gem stall
Fur stall	けがわのやだい	name	object	Fur stall
Spice stall	こうしんりょうのやだい	name	object	Spice stall
Market stall	やだい	name	object	Market stall
Tea stall	おちゃのやだい	name	object	Tea stall
Buffers	バッファーズ	name	object	Buffers
Mine cart	トロッコ	name	object	Mine cart
Rack	ラック	name	object	Rack
Stocks	ストック	name	object	Stocks
Gallows	ガロウ	name	object	Gallows
Buried skeleton	うめまったスケルトン	name	object	Buried skeleton
Pile of skulls	ずがいこつのやま	name	object	Pile of skulls
Charred bones	ほねはい	name	object	Charred bones
Corpse	したい	name	object	Corpse
Catapult	カタパルト	name	object	Catapult
Broken barrel	こわしれたたる	name	object	Broken barrel
Small fishing net	しょうさいぎょもう	name	object	Small fishing net
Passage	とおりみち	name	object	Passage
Cave	どうくつ	name	object	Cave
Cave exit	どうくつのでぐち	name	object	Cave exit
Piano	ピアノ	name	object	Piano
Piano stool	ピアノのいす	name	object	Piano stool
Grandfather Clock	ふりことけい	name	object	Grandfather Clock
Swamp bubbles	ぬまのあわ	name	object	Swamp bubbles
Weather vane	かざみ	name	object	Weather vane
Mirror	かがみ	name	object	Mirror
Bath screen	バススクリーン	name	object	Bath screen
Screen	スクリーン	name	object	Screen
Cauldron	おおかま	name	object	Cauldron
Broom	ほうき	name	object	Broom
Clothes model	ふくのモデル	name	object	Clothes model
Hole	あな	name	object	Hole
Animal skull	どうぶつのずがいこつ	name	object	Animal skull
Big egg	だいきなたまご	name	object	Big egg
Carcass	しがい	name	object	Carcass
Curved bone	きょくがったほね	name	object	Curved bone
Large bone	だいきなほね	name	object	Large bone
Bell	ベル	name	object	Bell
Bell mechanism	ベルのきかま	name	object	Bell mechanism
Bell rope	ベルのロープ	name	object	Bell rope
Hole in wall	かべのあな	name	object	Hole in wall
Crystal cluster	すいしょうのかたまり	name	object	Crystal cluster
Fire remains	ひのあと	name	object	Fire remains
Shaking box	ゆれるはこ	name	object	Shaking box
Standing torch	たてつたいまつ	name	object	Standing torch
Cave web	どうくつのクモのす	name	object	Cave web
Web	クモのいと	name	object	Web
Slashed web	きりさけかれたクモのす	name	object	Slashed web
Broken ladder	こわしれたハシゴ	name	object	Broken ladder
Scaffold	あしば	name	object	Scaffold
Bamboo Door	たけのドア	name	object	Bamboo Door
Loom	おりき	name	object	Loom
City Gate	としのもん	name	object	City Gate
Suit of armour	よろい	name	object	Suit of armour
Cannon	ほうへい	name	object	Cannon
Cannonballs	たいほうのだん	name	object	Cannonballs
Dummy	ダミー	name	object	Dummy
Wooden defence	もくせいのまもりそな	name	object	Wooden defence
Target	てき	name	object	Target
Sword cabinet	けんのキャビネット	name	object	Sword cabinet
Bow cabinet	ゆみのキャビネット	name	object	Bow cabinet
Axe cabinet	おのキャビネット	name	object	Axe cabinet
Spear wall	やりのかべ	name	object	Spear wall
Standard	いちはん	name	object	Standard
Flagpole	はたのポール	name	object	Flagpole
Totem Pole	トーテム・ポール	name	object	Totem Pole
Bath pipes	かぜろパイプ	name	object	Bath pipes
Large sewer pipe	だいきなしたみずくだ	name	object	Large sewer pipe
Sink	シンク	name	object	Sink
Bath	バス	name	object	Bath
Well	いと	name	object	Well
Manhole	マンホール	name	object	Manhole
Bar pumps	ビールポンプ	name	object	Bar pumps
Portrait	しょうぞうが	name	object	Portrait
Painting	かいが	name	object	Painting
Landscape	ふうけいが	name	object	Landscape
Star chart	ほしず	name	object	Star chart
Cross	わたしる	name	object	Cross
Hanging banner	かけられたバナー	name	object	Hanging banner
Unicorn's head	ユニコーンのとうぶ	name	object	Unicorn's head
Dragon's head	りゅうのとうぶ	name	object	Dragon's head
Bull's head	おすうしのとうぶ	name	object	Bull's head
Charms	おまもり	name	object	Charms
Magical symbol	まほうのシンボル	name	object	Magical symbol
Plaque	めいた	name	object	Plaque
Eye decoration	めのもよう	name	object	Eye decoration
Glyphs	グリフ	name	object	Glyphs
Font	みなもといずみ	name	object	Font
Spooky picture	ぶきみなえ	name	object	Spooky picture
Clock face	とけいのぶんじばん	name	object	Clock face
Bank notice board	ぎんこうのけいじばん	name	object	Bank notice board
Noticeboard	けいじばん	name	object	Noticeboard
Clothes equipment	そうび	name	object	Clothes equipment
Stuffed swordfish	はくせいのカジキ	name	object	Stuffed swordfish
Jolly Roger	ジョリー・ロジャー	name	object	Jolly Roger
Hanging wheel	ぶらしたがるかじわ	name	object	Hanging wheel
Pirate map	かいぞくのちず	name	object	Pirate map
Fishing net	ぎょもう	name	object	Fishing net
Bow and Arrow	ゆみとや	name	object	Bow and Arrow
Arrows	や	name	object	Arrows
Javelin	なげやり	name	object	Javelin
Studded Leather	トゲつきのかわ	name	object	Studded Leather
Dragonhide Leather	りゅうのかわ	name	object	Dragonhide Leather
Stile	たてがまち	name	object	Stile
Broken Railing	こわしれた	name	object	Broken Railing
Shelves	たな	name	object	Shelves
Cooking shelves	ちょうりたな	name	object	Cooking shelves
Shelf	たな	name	object	Shelf
Clothing shelves	ふくのたな	name	object	Clothing shelves
Tanning line	かわほしのロープ	name	object	Tanning line
Vat	だいおけ	name	object	Vat
Mangle	マングル	name	object	Mangle
Danger sign	きけんひょうしき	name	object	Danger sign
Signpost	ひょうしき	name	object	Signpost
Sign	ひょうしき	name	object	Sign
Chair	いす	name	object	Chair
Smashed chair	たたきこわしされたいす	name	object	Smashed chair
Stool	スツール	name	object	Stool
Rocking chair	ゆりいす	name	object	Rocking chair
Throne	おうざ	name	object	Throne
Barstool	バーのスツール	name	object	Barstool
Bench	ベンチ	name	object	Bench
Pew	かいしゅうせき	name	object	Pew
Ice Throne	こおりのおうざ	name	object	Ice Throne
Hedge	いけがき	name	object	Hedge
Bush	ていぼく	name	object	Bush
Rosebush	バラのき	name	object	Rosebush
Fairy house	ようせいのいえ	name	object	Fairy house
Fairy bank	ようせいのぎんこう	name	object	Fairy bank
Fairy market stall	ようせいのやだい	name	object	Fairy market stall
Potted fern	はちうえのシダ	name	object	Potted fern
Potted flower	はなのはち	name	object	Potted flower
Potted plant	はちのしょくぶつ	name	object	Potted plant
Cabbage	キャベツ	name	object	Cabbage
Bullrushes	イグサ	name	object	Bullrushes
Mushroom	キノコ	name	object	Mushroom
Mushrooms	キノコ	name	object	Mushrooms
Fungus	きんるい	name	object	Fungus
Small fern	しょうさなシダ	name	object	Small fern
Thistle	アザミ	name	object	Thistle
Waterlily	スイレン	name	object	Waterlily
Heather	ヘザー	name	object	Heather
Nettles	イラクサ	name	object	Nettles
Creeping plant	つるしょくぶつ	name	object	Creeping plant
Rockery	がんせきていえん	name	object	Rockery
Curling plant	まきつきしょくぶつ	name	object	Curling plant
Flower	はな	name	object	Flower
Daisies	ヒナギク	name	object	Daisies
Sunflower	ヒマワリ	name	object	Sunflower
Sunflowers	ヒマワリ	name	object	Sunflowers
Flowers	はな	name	object	Flowers
Tulips	チューリップ	name	object	Tulips
Flowerbed	はなだん	name	object	Flowerbed
Jungle flower	ジャングルのはな	name	object	Jungle flower
Orchid	ラン	name	object	Orchid
Jungle plant	ジャングルのしょくぶつ	name	object	Jungle plant
Tree	き	name	object	Tree
Cage door	おりのドア	name	object	Cage door
Dead tree	しんだき	name	object	Dead tree
Dramen tree	ドラメンのき	name	object	Dramen tree
Fallen tree	たおれき	name	object	Fallen tree
Fern	シダ	name	object	Fern
Leafy tree	はがしげりるき	name	object	Leafy tree
Palm	ヤシのき	name	object	Palm
Plant	うえる	name	object	Plant
Evergreen tree	つねみどりじゅ	name	object	Evergreen tree
Mossy branch	コケがなまえたえだ	name	object	Mossy branch
Hollow tree	くうどうのき	name	object	Hollow tree
Roots	ね	name	object	Roots
Tropical tree	ねったいのき	name	object	Tropical tree
Tropical leaves	ねったいのは	name	object	Tropical leaves
Hollow log	くうどうのまるた	name	object	Hollow log
Tree stump	きのきりかぶ	name	object	Tree stump
Fly trap	しょくむししょくぶつ	name	object	Fly trap
Cactus	サボテン	name	object	Cactus
Whipping Plant	ムチしょくぶつ	name	object	Whipping Plant
Pineapple Plant	パイナップルのかぶ	name	object	Pineapple Plant
Boarded-up door	ふさがれたドア	name	object	Boarded-up door
Doors	ドア	name	object	Doors
Doorway	げんかんくち	name	object	Doorway
Timber	もくざい	name	object	Timber
Bricks	レンガ	name	object	Bricks
Odd looking wall	きみょうなかべ	name	object	Odd looking wall
Dungeon door	ダンジョンのとびら	name	object	Dungeon door
Magic guild door	まほうギルドのドア	name	object	Magic guild door
Skull slope	ずがいこつのスロープ	name	object	Skull slope
Grapevine	ブドウのツル	name	object	Grapevine
Glass door	ガラスのドア	name	object	Glass door
Leaflets	ビラ	name	object	Leaflets
Millstones	いしうす	name	object	Millstones
Sails	ほ	name	object	Sails
Flour bin	こむぎこいりれ	name	object	Flour bin
Waterfall rocks	たきいし	name	object	Waterfall rocks
Sliced web	さけかれたクモのす	name	object	Sliced web
Bandage table	ほうたいのテーブル	name	object	Bandage table
Bay window	でまど	name	object	Bay window
Timber defence	ざいもくのまもりそな	name	object	Timber defence
Altar slab	さいだんのせきばん	name	object	Altar slab
Candlestick holder	ロウソクたて	name	object	Candlestick holder
Tower	とう	name	object	Tower
Crumbling wall	くずれているかべ	name	object	Crumbling wall
Tree Door	もくせいのドア	name	object	Tree Door
Root	ね	name	object	Root
Log raft	まるたのイカダ	name	object	Log raft
Broken log raft	こわしれたまるたのイカダ	name	object	Broken log raft
Glarial's Tombstone	グラリアルのぼせき	name	object	Glarial's Tombstone
Glarial's Tomb	グラリアルのはか	name	object	Glarial's Tomb
Rock	がんせき	name	object	Rock
Rope	なわ	name	object	Rope
Statue of Glarial	グラリアルぞう	name	object	Statue of Glarial
Ledge	いわたな	name	object	Ledge
Chalice	はい	name	object	Chalice
Whirlpool	うずまき	name	object	Whirlpool
Dead Tree	しんだき	name	object	Dead Tree
Achey Tree	アチーのき	name	object	Achey Tree
Box trap	はこわな	name	object	Box trap
Furnace	ろ	name	object	Furnace
Anvil	かなとこ	name	object	Anvil
Bedroom door	しんしつのドア	name	object	Bedroom door
Trough	エサいりれ	name	object	Trough
Rope Ladder	ロープのハシゴ	name	object	Rope Ladder
Fence	フェンス	name	object	Fence
Banana tree	バナナのき	name	object	Banana tree
Gold	きん	name	object	Gold
Blacksmith's tools	かじやのどうぐ	name	object	Blacksmith's tools
Archway	アーチみち	name	object	Archway
Staircase	かいだん	name	object	Staircase
Old wall	ふるいかべ	name	object	Old wall
Safe	きんこ	name	object	Safe
Tunnel	トンネル	name	object	Tunnel
Cauldron of Thunder	かみなりのおおかま	name	object	Cauldron of Thunder
Prison door	ろうやのドア	name	object	Prison door
Obelisk	オベリスク	name	object	Obelisk
Obelisk of Earth	つちのオベリスク	name	object	Obelisk of Earth
Obelisk of Water	みずのオベリスク	name	object	Obelisk of Water
Obelisk of Air	たいきのオベリスク	name	object	Obelisk of Air
Obelisk of Fire	ひのオベリスク	name	object	Obelisk of Fire
Magic Portal	まほうのポータル	name	object	Magic Portal
Heap of bricks	だいりょうのレンガ	name	object	Heap of bricks
Trawler net	トローラーのあみ	name	object	Trawler net
Ballista	バリスタ	name	object	Ballista
Crumbled wall	くずれたかべ	name	object	Crumbled wall
Bellows	ふいご	name	object	Bellows
Metal pieces	てつのぶひん	name	object	Metal pieces
Kitchen gate	だいどころのゲート	name	object	Kitchen gate
Telescope	ぼうえんきょう	name	object	Telescope
Grave of Scorpius	スコーピアスのはか	name	object	Grave of Scorpius
Mound of earth	もりられたつち	name	object	Mound of earth
Fissure	ちわりれ	name	object	Fissure
Cave in	おちいぼつ	name	object	Cave in
Strange looking stone	ふしぎなみためのいし	name	object	Strange looking stone
Loose rocks	ゆるいいわ	name	object	Loose rocks
Old sacks	ふるいふくろ	name	object	Old sacks
Ancient gallows	こだいのガロウ	name	object	Ancient gallows
Smashed table	たたきこわしされたテーブル	name	object	Smashed table
Crude raft	そまつなイカダ	name	object	Crude raft
Tribal Statue	ぶぞくのぞう	name	object	Tribal Statue
Travel cart	いどうカート	name	object	Travel cart
Well stacked rocks	じょうずくせきまれたいわ	name	object	Well stacked rocks
Tomb dolmen	しいしはか	name	object	Tomb dolmen
Climbing rocks	のぼりるためのいわ	name	object	Climbing rocks
Palm tree	ヤシのき	name	object	Palm tree
Carved doors	こくまれたドア	name	object	Carved doors
Tomb exit	はかのでぐち	name	object	Tomb exit
Tomb doors	はかのドア	name	object	Tomb doors
Ancient metal gate	こだいのてつせいゲート	name	object	Ancient metal gate
Metal gate	てつのゲート	name	object	Metal gate
Wooden gate	もくせいのゲート	name	object	Wooden gate
Chimney	けむりとつ	name	object	Chimney
Lathe	せんばん	name	object	Lathe
Drill	ドリル	name	object	Drill
Hearth	かころうら	name	object	Hearth
Mould	いがた	name	object	Mould
Poster	ポスター	name	object	Poster
Scuttle	スカトル	name	object	Scuttle
Pokers	ポーカー	name	object	Pokers
Bar	バー	name	object	Bar
Sturdy door	がんじょうなドア	name	object	Sturdy door
Grill	グリル	name	object	Grill
Brick	レンガ	name	object	Brick
Panning point	フルイをするばしょ	name	object	Panning point
Specimen tray	ひょうほんトレー	name	object	Specimen tray
Soil	つち	name	object	Soil
Campsite bed	キャンプのベッド	name	object	Campsite bed
Gnome goal	ノーム・ゴール	name	object	Gnome goal
Magic door	まほうのドア	name	object	Magic door
Pillar	はしら	name	object	Pillar
Daconia rocks	ダコニアのいし	name	object	Daconia rocks
Wine rack	ワインのラック	name	object	Wine rack
Ornate candle	かれいなロウソク	name	object	Ornate candle
Hopper controls	ホッパーそうさぼう	name	object	Hopper controls
Spray	スプレー	name	object	Spray
Lantern	ちょうちん	name	object	Lantern
Hanger	ハンガー	name	object	Hanger
Sewing machine	ミシン	name	object	Sewing machine
Clothes	ふく	name	object	Clothes
Cloth	ぬの	name	object	Cloth
Oil lamp	せきゆランプ	name	object	Oil lamp
Fabric	きじ	name	object	Fabric
Row boat	てこぎボート	name	object	Row boat
Loose panel	ゆるいパネル	name	object	Loose panel
Crates	はこ	name	object	Crates
Crane	クレーン	name	object	Crane
Spooky stairs	ぶきみなかいだん	name	object	Spooky stairs
Sewer pipe	したみずくだ	name	object	Sewer pipe
Pipe	パイプ	name	object	Pipe
Manhole cover	マンホールのにタ	name	object	Manhole cover
Bronze pickaxe	せいどうのツルハシ	name	object	Bronze pickaxe
Mill	ミル	name	object	Mill
Marshy jungle vine	しめりちのジャングルのツル	name	object	Marshy jungle vine
Scorched earth	こげたじめん	name	object	Scorched earth
Fungus covered Cavern wall	キノコにおおわれたおおどうくつのかべ	name	object	Fungus covered Cavern wall
Hand holds	てかけかり	name	object	Hand holds
Hopper	ホッパー	name	object	Hopper
Red door	あかいドア	name	object	Red door
Orange door	オレンジいろのドア	name	object	Orange door
Yellow door	きいろいドア	name	object	Yellow door
Blue door	あおいドア	name	object	Blue door
Magenta door	あかむらさきいろのドア	name	object	Magenta door
Green door	みどりいろのドア	name	object	Green door
Exit door	でぐち	name	object	Exit door
Dynamite(p)	ダイナマイト（どく）	name	object	Dynamite(p)
Broken fence	こわしれたフェンス	name	object	Broken fence
Rock slide	いわのななめん	name	object	Rock slide
Picture	え	name	object	Picture
Sinclair mansion drain	シンクレアののごうていのはいすいこう	name	object	Sinclair mansion drain
Sinclair family fountain	シンクレアいちぞくのふんすい	name	object	Sinclair family fountain
Sinclair family crest	シンクレアいちぞくのもんしょう	name	object	Sinclair family crest
Anna's barrel	アンナのたる	name	object	Anna's barrel
Bob's barrel	ボブのたる	name	object	Bob's barrel
Carol's barrel	カロルのたる	name	object	Carol's barrel
David's barrel	デイビッドのたる	name	object	David's barrel
Elizabeth's barrel	エリザベスのたる	name	object	Elizabeth's barrel
Frank's barrel	フランクのたる	name	object	Frank's barrel
Sturdy wooden gate	がんじょうなもくせいゲート	name	object	Sturdy wooden gate
Winch bucket	ウィンチバケツ	name	object	Winch bucket
Kharidian cactus (Healthy)	カリジアのサボテン（けんこう）	name	object	Kharidian cactus (Healthy)
Kharidian cactus (Dry)	カリジアのサボテン（かわき）	name	object	Kharidian cactus (Dry)
An experimental anvil	しけんようのかなとこ	name	object	An experimental anvil
Mine door entrance	こうざんのいりぐち	name	object	Mine door entrance
Window	まど	name	object	Window
Mine Cart	トロッコ	name	object	Mine Cart
Bank chest	ぎんこうはこ	name	object	Bank chest
Mine cave	こうざんのどうくつ	name	object	Mine cave
Tent door	テントのドア	name	object	Tent door
Tracks	せんろ	name	object	Tracks
Hellhound	ヘルハウンド	name	object	Hellhound
Chart	ず	name	object	Chart
Dead bat	しんだコウモリ	name	object	Dead bat
Herbs	やくそう	name	object	Herbs
Swings	ふりわたしる	name	object	Swings
Washing line	せんたくほしのロープ	name	object	Washing line
Toy bricks	おもちゃのレンガ	name	object	Toy bricks
Toy weapons	おもちゃのぶき	name	object	Toy weapons
Cat basket	ネコのバスケット	name	object	Cat basket
Bunkbed	にだんベッド	name	object	Bunkbed
Dolls and balls	にんぎょうとボール	name	object	Dolls and balls
Sword in stone	いしのちゅうのけん	name	object	Sword in stone
City gate	としのもん	name	object	City gate
Rock of Dalgroth	ダルグロスのいわ	name	object	Rock of Dalgroth
Climbing rope	とじょうようロープ	name	object	Climbing rope
Gap	すきあいだ	name	object	Gap
Battlement	むねかべ	name	object	Battlement
Magical shield	まほうのたて	name	object	Magical shield
Sewer valve	したみずべん	name	object	Sewer valve
Raft	イカダ	name	object	Raft
Range	ガスレンジ	name	object	Range
Statue of Guthix	ガシックスのぞう	name	object	Statue of Guthix
Sparkling pool	ひかりるみずたまり	name	object	Sparkling pool
Mystic portal	ひでんのポータル	name	object	Mystic portal
Jungle tree	ジャングルのき	name	object	Jungle tree
Jungle Palm	ジャングルのヤシのき	name	object	Jungle Palm
Jungle Bush	ジャングルのていぼく	name	object	Jungle Bush
Slashed bush	きりられたていぼく	name	object	Slashed bush
Legends Guild door	でんせつギルドのドア	name	object	Legends Guild door
Mossy rock	コケがなまえたいわ	name	object	Mossy rock
Fire Wall	ひのかべ	name	object	Fire Wall
Desk	デスク	name	object	Desk
Ancient Gate	ふるのゲート	name	object	Ancient Gate
Boulder	まるいし	name	object	Boulder
Jagged wall	ギザギザのかべ	name	object	Jagged wall
Marked wall	マークされたかべ	name	object	Marked wall
Carved rock	こくまれたいわ	name	object	Carved rock
Sacred water	せいなるみず	name	object	Sacred water
Water Pool	みず	name	object	Water Pool
Polluted water	よごれそめされたみず	name	object	Polluted water
Tall Reeds	こういアシ	name	object	Tall Reeds
Yommi tree baby	ヨミーきのなえ	name	object	Yommi tree baby
Yommi tree sapling	ヨミーきのわかぎ	name	object	Yommi tree sapling
Dead Yommi sapling	しんだヨミーのわかぎ	name	object	Dead Yommi sapling
Adult Yommi tree	なりながしたヨミーき	name	object	Adult Yommi tree
Dead Yommi	しんだヨミーき	name	object	Dead Yommi
Felled Yommi tree	きりたおれされたヨミーき	name	object	Felled Yommi tree
Rotten Yommi	くさりったヨミー	name	object	Rotten Yommi
Trimmed Yommi	せいざいされたヨミー	name	object	Trimmed Yommi
Rotten Yommi tree	くさりったヨミーき	name	object	Rotten Yommi tree
Totem pole	トーテム・ポール	name	object	Totem pole
Rotten Totem pole	くさりったトーテム・ポール	name	object	Rotten Totem pole
Fertile Soil	ひえたとち	name	object	Fertile Soil
Damaged Earth	きずんだだいち	name	object	Damaged Earth
Rocky Ledge	いわたな	name	object	Rocky Ledge
Recess	くぼみ	name	object	Recess
Filled Recess	うめまったくぼみ	name	object	Filled Recess
Shimmering field	かがやきくフィールド	name	object	Shimmering field
Leafy Palm Tree	はがしげりるヤシのき	name	object	Leafy Palm Tree
Sword case	けんケース	name	object	Sword case
Dishes	さら	name	object	Dishes
Stepladder	あしたて	name	object	Stepladder
Shop counter	カウンター	name	object	Shop counter
Notices	けいしめしもの	name	object	Notices
Arctic pine tree	ほっきょくまつ	name	object	Arctic pine tree
Bow case	ゆみケース	name	object	Bow case
Entrance	いりぐち	name	object	Entrance
Hospital shelves	びょういんのたな	name	object	Hospital shelves
Operating Table	てじゅつだい	name	object	Operating Table
Damaged armour	はそんしたよろい	name	object	Damaged armour
Wood	き	name	object	Wood
Loose Mud	ゆるいどろ	name	object	Loose Mud
Trap	わな	name	object	Trap
Flat rock	へいたいいわ	name	object	Flat rock
Plank	いた	name	object	Plank
Stalagmites	いしじゅん	name	object	Stalagmites
Odd markings	きみょうなしるし	name	object	Odd markings
Bridge	はし	name	object	Bridge
Platform	プラットホーム	name	object	Platform
Swamp	ぬま	name	object	Swamp
Pile of rocks	いわのやま	name	object	Pile of rocks
Cage	カゴでつりる	name	object	Cage
Stone bridge	いしはし	name	object	Stone bridge
Stone tablet	せきばん	name	object	Stone tablet
Portcullis	おちとしかくこ	name	object	Portcullis
Rockpile	だいりょうのいわ	name	object	Rockpile
Smashed cage	こわしされたおり	name	object	Smashed cage
Rockslide	いわのななめん	name	object	Rockslide
Eerie statue	イーリーのぞう	name	object	Eerie statue
Temple door	じいんのとびら	name	object	Temple door
Hanging log	つりるされたまるた	name	object	Hanging log
Guide rope	ガイドロープ	name	object	Guide rope
Brew Barrel	じょうぞうのたる	name	object	Brew Barrel
