english	translation	category	sub_category	source
I think they're some kind of beetle...	あのしゅるいはこうむしみたいだ...	examine	npc	Scarabs
A mysterious ghostly figure.	なぞ、おばけ。	examine	npc	Azzanadra
A Sheep?	ひつじ？	examine	npc	Sheep
A well fed looking farmer.	よく、たべた、のうふ。	examine	npc	Fred the Farmer
Leads the Bandits.	ぞくの、リーダー。	examine	npc	Bandit Leader
A vicious thief.	あくい、どろぼう。	examine	npc	Bandit
Tough-looking.	つよそう。	examine	npc	Bandit
A very tough-looking bandit.	とてもかたそうな、そうぞく。	examine	npc	Bandit champion
Probably the weakest bandit in the world... poor thing.	たぶん、せかいいちよわいそうぞく... かわいそう。	examine	npc	Cowardly Bandit
Trollish.	トロール、みたい。	examine	npc	My Arm
He's poking his farming patch with my dibber.	かれはわたしのたねまきぼうで、のうぎをさしている。	examine	npc	My Arm
He has a bucket and he's not afraid to use it.	かれはバケツをもっていて、つかうのがこわくない。	examine	npc	My Arm
My rake is in the hand of My Arm.	わたしのくまでは、マイアームのてのなかにある。	examine	npc	My Arm
He's in a pretty nasty spot, in a pretty nasty pot. With some cabbage.	かれはいやなばしょにいて、いやななべのなかにいる。キャベツをたべている。	examine	npc	Adventurer
An old sailor.	ふるいせんいん。	examine	npc	Captain Barnaby
A native of Tai Bwo Wannai.	タイ・ボウ・ワナイのネイティブ。	examine	npc	Murcaily
It's a leprechaun sunbathing on a mountain.	やまでひなたぼっこしているレプラコーン。	examine	npc	Tool Leprechaun
They like to hover around bad smells.	わるいにおいのちかくでうごく。	examine	npc	Flies
A little troll who has no name.	なまえがないちいさいトロール。	examine	npc	Unnamed troll child
Named after the first thing he tried to eat.	かれがさいしょにたべようとしたもののなまえをかんじている。	examine	npc	Drunken Dwarf's Leg
A mountain-dwelling bird. Cute, but vicious.	やまにすむとり。かわいい、でも、むごい。	examine	npc	Baby Roc
A very, very large mountain-dwelling bird.	とてもとてもだいきな、やまにすむとり。	examine	npc	Giant Roc
Something nasty this way comes...	なにか、いやな、もの、がくる。	examine	npc	Shadow
The Queen of Etceteria.	エセテリアのじょおう。	examine	npc	Queen Sigrid
He seems happy to see you.	かれはあなたをみてうれしそう。	examine	npc	Banker
A subject of Etceteria.	エセテリアのしみん。	examine	npc	Arnor
A warrior of Etceteria.	エセテリアのせんし。	examine	npc	Skraeling
Hmm, he smells.	ん、においがする。	examine	npc	Fishmonger
At least he eats his greens.	すくなくとも、かれはやさいをたべている。	examine	npc	Greengrocer
Is he real or is it just my imagination?	ほんと？それとも、わたしのそうぞう？	examine	npc	Ethereal Being
Does she really exist?	かのじょはほんとうにいますか？	examine	npc	Ethereal Being
He reminds me of my old mathematics teacher.	かれはわたしのふるいかずまなびのせんせいをおもいださせる。	examine	npc	Ethereal Numerator
The master of accomplishment.	せいこうのマスター。	examine	npc	Ethereal Expert
He knows what is possible.	かれはなにができるかをしっている。	examine	npc	Ethereal Perceptive
He knows the past, present and future. But what of my shoe size?	かれはかこ、げんざい、みらいをしっている。でも、わたしのくつのさいずは？	examine	npc	Ethereal Guide
Luck is probably on his side.	うんはたぶん、あいつのがわにある。	examine	npc	Ethereal Fluke
I wanna be like you-ooo-ooo!	あなたみたいになりたい！	examine	npc	Ethereal Mimic
It's like looking in the mirror.	かがみをみるみたいだ。	examine	npc	Me
A strange creature unique to Lunar Isle.	ゲツニンアイランドにだけいる、おかしないきもの。	examine	npc	Suqah
Part scarab, part human.	はんぶん、フンころがし、はんぶん、にんげん。	examine	npc	Scarab Mage
A mounted lancer.	ばしょ、やりし。	examine	npc	Locust rider
A mounted archer.	ばしょ、ゆみし。	examine	npc	Locust rider
A huge scarab.	ものすごくだいきいスカラベ。	examine	npc	Giant Scarab
A Fremennik bard.	フレメンニク、かしゅ。	examine	npc	Olaf the Bard
Distinctly troll-shaped.	あきらかに、トロール、すがた。	examine	npc	Lalli
Freshly shorn.	あたらしく、かった。	examine	npc	Golden sheep
Lovely thick wool.	いい、あつ、けですね。	examine	npc	Golden sheep
A powerful spirit that lives in this lake.	このみずうみにすんでいる、つよいせいれい。	examine	npc	Fossegrimen
Looks like he's had a few drinks already.	かれはもうすこしのんでいるみたいだ。	examine	npc	Ospak
Doesn't look like the musical type.	おんがくのたいプではないみたいだ。	examine	npc	Styrmir
Waiting for the show.	しょうを、まっている。	examine	npc	Torbrund
A music lover?	おんがく、すき？	examine	npc	Fridgeir
He's fat, he's round, he bounces on the ground. That's how he got the job.	あいつはぶとい、そしてまるい、じめんではねている。だからしごとをもらった。	examine	npc	Longhall Bouncer
Master of the Champions' Guild.	チャンピオンズギルドのマスター。	examine	npc	Guildmaster
Duke Horacio of Lumbridge.	ルムブリッジのデューク・ホラシオ。	examine	npc	Duke Horacio
Roar! A dragon!	ガオー、ドラゴン。	examine	npc	Elvarg
A young sailor.	わかいふねのり。	examine	npc	Klarense
A badly-behaved goblin.	わるい、ぎょうどう、ゴブリン。	examine	npc	Wormbrain
A mystical fount of knowledge.	ひみつのちしきのいずみ。	examine	npc	Oracle
A strange little man.	おかしなちいさいおとこ。	examine	npc	Oziach
He looks totally insane!	あいつはきちがいにみえる！	examine	npc	Melzar the Mad
His job is to keep the ship in tip-top condition.	かれのしごとは、ふねをベストのじょうたいにたもつことだ。	examine	npc	Cabin boy Jenkins
A naturalist.	しぜん、がくしゃ。	examine	npc	Larry
A Gentoo penguin.	ジェントー、ぺんぎん。	examine	npc	Penguin
It's all black and white to them.	あいつらにはぜんぶくろとしろだ。	examine	npc	Penguin
It's not easy, not being king.	おうじゃでないことは、かんたんじゃない。	examine	npc	Pescaling Pax
'Berg bard.	やま、かしゅ。	examine	npc	Ping
Killer Gentoo Penguin.	ころす、ジェントー、ぺんぎん。	examine	npc	KGP Agent
A Macaroni penguin.	マカロニ、ぺんぎん。	examine	npc	Noodle
An inhabitant of icy regions.	ひょうせつのちいきのすみて。	examine	npc	Penguin
A clockwork penguin.	ぜんまい、ぺんぎん。	examine	npc	Penguin suit
Instructs agility.	すばやさを、おしえる。	examine	npc	Agility Instructor
An army commander.	ぐん、しれい。	examine	npc	Army Commander
A Gentoo penguin, training.	ジェントー、ぺんぎん、しゅぎょう。	examine	npc	Penguin
Sturdy cold being.	じょうぶなさむいいきもの。	examine	npc	Icelord
I will crush you.	おまえをつぶす。	examine	npc	Crusher
An ogre shaman.	オーガー、しゃまん。	examine	npc	Grish
They're done for!	おわった。	examine	npc	Pilg
An ogre that guards.	まもる、オーガー。	examine	npc	Ogre guard
A partially decomposing zombie ogre.	はんぶん、ぐされた、ゾンビ、オーガー。	examine	npc	Zogre
It's falling apart!	ばらばら、なっちゃった。	examine	npc	Skogre
A skeletal ogre.	ほねほね、オーガー。	examine	npc	Skogre
A human zombie.	にんげん、ゾンビ。	examine	npc	Zombie
The Grand Secretary of the Wizards' Guild in Yanille.	ヤニルのウィザーズギルドのグレンドセクレタリー。	examine	npc	Zavistic Rarve
A powerful looking Zogre.	つよそうな、ゾグレ。	examine	npc	Slash Bash
