english	translation	category	sub_category	source
Trim	ふちどりる	inventoryActions	item	Quest point cape
Load	そうてん	inventoryActions	item	White destabiliser
Split	べつける	inventoryActions	item	Cap and goggles
Lay	そなえる	inventoryActions	item	Bird snare
Check totals	あわせけいねをかくにん	inventoryActions	item	Butterfly net
Bank	ぎんこう	inventoryActions	item	Imp-in-a-box(2)
Translate	ほんやく	inventoryActions	item	Research notes
Write-Role	やくわりをしょく	inventoryActions	item	Scroll
Clear	キレイにする	inventoryActions	item	Scroll
Tell-red	あかといいう	inventoryActions	item	Attacker horn
Tell-green	みどりといいう	inventoryActions	item	Attacker horn
Tell-blue	あおといいう	inventoryActions	item	Attacker horn
Medic	えいなまへい	inventoryActions	item	Attacker horn
Look-in	ちゅうをみる	inventoryActions	item	Collection bag
Tell-tofu	とうふといいう	inventoryActions	item	Healer horn
Tell-crackers	クラッカーといいう	inventoryActions	item	Healer horn
Tell-worms	むしといいう	inventoryActions	item	Healer horn
Tell-meat	にくといいう	inventoryActions	item	Defender horn
Tell-controlled	バランスといいう	inventoryActions	item	Collector horn
Tell-accurate	せいかくといいう	inventoryActions	item	Collector horn
Tell-aggressive	きょうひきといいう	inventoryActions	item	Collector horn
Tell-defensive	まもりせいといいう	inventoryActions	item	Collector horn
Check tax	ぜいきんをかくにん	inventoryActions	item	Empty tax bag
Check taxes	ぜいきんをかくにん	inventoryActions	item	Bulging taxbag
Pray-over	にいのりる	inventoryActions	item	Blessed lamp
Recite-prayer	いのりをとなえる	inventoryActions	item	Prayer book
Operate	そうさ	inventoryActions	item	Beacon ring
Gem Mine	ほうせきさいくつところ	inventoryActions	item	Karamja gloves 3
Loot	アイテムをかいしゅう	inventoryActions	item	Baby impling jar
Impling-jar	こあくまのびん	inventoryActions	item	Jar generator
Butterfly-jar	チョウのびん	inventoryActions	item	Jar generator
Toggle-view	みためのきりかえ	inventoryActions	item	Impling scroll
Copy to log	ログにえいす	inventoryActions	item	Ancient page
Discard	はき	inventoryActions	item	Anti-dragon shield (nz)
Take-one	１つとる	inventoryActions	item	Herb box
Bank-all	ぜんてぎんこうへ	inventoryActions	item	Herb box
Refund	かえしきん	inventoryActions	item	Scroll of redirection
Revert	もどりす	inventoryActions	item	Rimmington teleport
Dismantle	のぞきさりする	inventoryActions	item	Armadyl godsword
Disassemble	をぶんかい	inventoryActions	item	Slayer helmet
Deposit	あずける	inventoryActions	item	Looting bag
Settings	せってい	inventoryActions	item	Looting bag
Spawn Item	よみがえなまアイテム	inventoryActions	item	Holiday tool
Dissolve	とけかす	inventoryActions	item	Abyssal tentacle
Check completion	かんせいどをかくにん	inventoryActions	item	Challenge scroll (elite)
Check rank	ランクをかくにん	inventoryActions	item	Druidic wreath
Configure	せってい	inventoryActions	item	Annakarl teleport
Extract	ちゅうで	inventoryActions	item	Nest box (empty)
Unload	とりです	inventoryActions	item	Toxic blowpipe
Untrim	えんをとりる	inventoryActions	item	Quest point cape (t)
Duradel	ヅラデル	inventoryActions	item	Karamja gloves 4
Ecto Teleport	でエクトーヘワープ	inventoryActions	item	Morytania legs 1
Burgh Teleport	でバーグにワープ	inventoryActions	item	Morytania legs 3
Activity	かつどう	inventoryActions	item	Bonecrusher
Recharge-prayer	いのりりょくをかいふく	inventoryActions	item	Falador shield 1
Monastery Teleport	でしゅうどういんにワープ	inventoryActions	item	Ardougne cloak 1
Farm Teleport	でのうじょうにワープ	inventoryActions	item	Ardougne cloak 2
Energy	エネルギー	inventoryActions	item	Explorer's ring 1
Alchemy	れんきんじゅつ	inventoryActions	item	Explorer's ring 1
Functions	きのう	inventoryActions	item	Explorer's ring 2
Nardah	ナーダ	inventoryActions	item	Desert amulet 4
Kalphite cave	カルファイトのどうくつ	inventoryActions	item	Desert amulet 4
Emote	エモート	inventoryActions	item	Diango's claws
Redeem	ひきかえる	inventoryActions	item	Old school bond
Restore	かいふく	inventoryActions	item	Tanzanite helm (uncharged)
Scramble	スクランブル	inventoryActions	item	Rotten egg
Poach	ポーチ	inventoryActions	item	Rotten egg
Fry	あげる	inventoryActions	item	Rotten egg
Pickle	つけもの	inventoryActions	item	Rotten egg
Consume	きえひ	inventoryActions	item	Saradomin's light
Teleports	ワープ	inventoryActions	item	Max cape
Metamorphosis	へんしん	inventoryActions	item	Beaver
Chew	かむ	inventoryActions	item	Rotten onion
Take-grubs	しょくべものをとりる	inventoryActions	item	Bucket of sandworms
Pack	つめる	inventoryActions	item	Shayzien supply crate
Check charges	チャージかくにん	inventoryActions	item	Chronicle
Transform	へんしん	inventoryActions	item	Monkey
Lap-count	まわりかいかず	inventoryActions	item	Monkey
Combine	くみあわせる	inventoryActions	item	Torn clue scroll (part 1)
Recoil settings	はんしゃのせってい	inventoryActions	item	Ring of suffering (r)
Pages	ページ	inventoryActions	item	Tome of fire
Invigorate	かっせいか	inventoryActions	item	Imbued heart
Look at	みる	inventoryActions	item	Snow globe
Snow	ゆき	inventoryActions	item	Snow globe
Options	せってい	inventoryActions	item	Amulet of chemistry
Change-style	みためをへんこう	inventoryActions	item	Rainbow scarf
Chill	チル	inventoryActions	item	Hand fan
Remove default	そくねをのぞきく	inventoryActions	item	Master scroll book
Throw-water	みずをなげる	inventoryActions	item	Heat-proof vessel
Throw-water direction	みずをなげるほうむかい	inventoryActions	item	Heat-proof vessel
Check-level	レベルをかくにん	inventoryActions	item	Heat-proof vessel
Roll	ころがりがす	inventoryActions	item	Hoop snake
Channel	ころがりかえ	inventoryActions	item	Merfolk trident
Puff	くうきをぬきく	inventoryActions	item	Pufferfish
Take fish	さかなをとりる	inventoryActions	item	Bowl of fish
Reminisce	おもいでにふける	inventoryActions	item	Kharedst's memoirs
Toggle-absorption	きゅうしゅうのきりかえ	inventoryActions	item	Bracelet of ethereum
Elite	ちょうきゅう	inventoryActions	item	Useful rock
Master	たつじん	inventoryActions	item	Useful rock
Assessment	アセスメント	inventoryActions	item	Useful rock
Control	そうさ	inventoryActions	item	Rotten cabbage
Spectate	かんせん	inventoryActions	item	Rotten cabbage
Charge	チャージする	inventoryActions	item	Sanguinesti staff
Scry	とうし	inventoryActions	item	Oculus orb
Bloom	さかせる	inventoryActions	item	Ivandis flail
Ver Sinhaza	ベー・シンハザ	inventoryActions	item	Drakan's medallion
Darkmeyer	ダークメヤー	inventoryActions	item	Drakan's medallion
Slepe	スレペ	inventoryActions	item	Drakan's medallion
Tele	ワープ	inventoryActions	item	Rotten carrot
Kill Bot	ボットまっころし	inventoryActions	item	Rotten carrot
Kill Area	はんいまっころし	inventoryActions	item	Rotten carrot
Change	へんこう	inventoryActions	item	Sinhaza shroud tier 1
Auto-afk	おーと あふく	inventoryActions	item	Escape crystal
Open-all	ぜんてひらきく	inventoryActions	item	Coin pouch
Swap	いりれかえる	inventoryActions	item	Thammaron's sceptre (u)
Close	とじる	inventoryActions	item	Looting bag
Weiss	ウェイス	inventoryActions	item	Icy basalt
Troll Stronghold	トロールようさい	inventoryActions	item	Stony basalt
Fletch	くわえこう	inventoryActions	item	Celastrus bark
Kourend Woodland	クーレンドはやしち	inventoryActions	item	Rada's blessing 1
Mount Karuulm	カルールムやま	inventoryActions	item	Rada's blessing 3
Check/Uncharge	かくにん・チャージかいじょ	inventoryActions	item	Bonecrusher necklace
Take	とりる	inventoryActions	item	Seed pack
Take-all	ぜんてとりる	inventoryActions	item	Seed pack
Fill/Check	まんたす・かくにん	inventoryActions	item	Bottomless compost bucket
Easter dance	イースター・ダンス	inventoryActions	item	Giant easter egg
Cut-open	きりひらきく	inventoryActions	item	Giant egg sac(full)
Check-eggs	たまごをかくにん	inventoryActions	item	Giant egg sac(full)
Remove-eggs	たまごをとりる	inventoryActions	item	Giant egg sac
Scrutinise	よくしらべる	inventoryActions	item	Guthixian icon
Chase	おいかける	inventoryActions	item	Cat ears
Last-destination	まえのめてきちへ	inventoryActions	item	Fairy mushroom
Teleport-back	ワープでもどりる	inventoryActions	item	Crystal of memories
Check-memories	しるしおくをかくにん	inventoryActions	item	Crystal of memories
Withdraw	ひきです	inventoryActions	item	Extradimensional bag
Settings/Destroy	せってい・はかい	inventoryActions	item	Extradimensional bag
League Setup	リーグのセットアップ	inventoryActions	item	League tomato
League 2 Debug	リーグ２デバッグ	inventoryActions	item	League tomato
League 3 Debug	リーグ３デバッグ	inventoryActions	item	League tomato
Toggle-colour	いろのきりかえ	inventoryActions	item	Soul cape
Scatter	さんらす	inventoryActions	item	Fiendish ashes
Trollheim	トロールハイム	inventoryActions	item	Ghommal's hilt 1
Mor Ul Rek	モー・ウル・レク	inventoryActions	item	Ghommal's hilt 4
Unattune	ふちょうわ	inventoryActions	item	Sigil of resilience
Attune	ちょうわ	inventoryActions	item	Sigil of resilience
Make scary noise	こわいおとをたてる	inventoryActions	item	Jered's empty wine bottle
Reverse	をぎゃくにする	inventoryActions	item	Ugly halloween jumper (orange)
Wake-ghost	れいをよびおぼえます	inventoryActions	item	Haunted wine bottle
Read-tag	タグをよむ	inventoryActions	item	Secret santa present (red)
Change-colour	いろをへんえる	inventoryActions	item	Secret santa present (red)
Dismantle kit	キットをそとす	inventoryActions	item	Abyssal whip (or)
Change Spellbook	まみちびきしょをへんえる	inventoryActions	item	Arcane grimoire
Previous Spellbook	まえのまみちびきしょ	inventoryActions	item	Arcane grimoire
Check Previous	いぜんのをかくにん	inventoryActions	item	Arcane grimoire
Unimbue	まほうかいじょ	inventoryActions	item	Wristbands of the arena (i)
Last Destination	でまえのめてきちへ	inventoryActions	item	Ring of the elements
Last-Teleport	いぜんのワープ	inventoryActions	item	Pharaoh's sceptre
Attach	つなげる	inventoryActions	item	Cursed phalanx
Place	おきく	inventoryActions	item	Mirror
Withdraw 1	１こひきです	inventoryActions	item	Supplies
Withdraw All	ぜんてひきです	inventoryActions	item	Supplies
Resupply	ふたたきょうきゅう	inventoryActions	item	Supplies
Apply	てきよう	inventoryActions	item	Silk dressing (2)
Crack	ひび	inventoryActions	item	Blessed crystal scarab (2)
Crush	つぶしす	inventoryActions	item	Smelling salts (2)
Take-from	とりる	inventoryActions	item	Infinite money bag
Help	てつだいう	inventoryActions	item	Fresh start helper
Sniff	においをかぐ	inventoryActions	item	Smelly sock
Destinations	めてきち	inventoryActions	item	Ghommal's avernic defender 5
Craft	さくる	inventoryActions	item	Secateurs blade
History	れきし	inventoryActions	item	Mulch
Recall	よびもどりす	inventoryActions	item	Blackstone fragment
Squeeze	ちからをいりれる	inventoryActions	item	Detonator
Set-off	ばくは	inventoryActions	item	Stink bomb
Fairy-ring	ようせいのわ	inventoryActions	item	Trinket of fairies
Spirit-tree	せいれいじゅ	inventoryActions	item	Trinket of fairies
Summon	しょうかん	inventoryActions	item	Trinket of undead
Nexus	ネクサス	inventoryActions	item	Globetrotter pendant
Jewellery	ほうしょくひん	inventoryActions	item	Globetrotter pendant
Note-Quantity	していかずをかみか	inventoryActions	item	Banker's note
Un-note-Quantity	していかずをみからだか	inventoryActions	item	Banker's note
Dismiss	ときにんする	inventoryActions	item	Guardian horn
Toggle-modes	モードきりかえ	inventoryActions	item	Guardian horn
Change-outfit	いしょうをへんこう	inventoryActions	item	Guardian horn
Change Prayerbook	いのりのしょをへんこう	inventoryActions	item	Ruinous powers
Toggle-activity	はつうごきをきりかえる	inventoryActions	item	Echo boots
Signal	あわせず	inventoryActions	item	Basic quetzal whistle
Rumour	ルーマー	inventoryActions	item	Basic quetzal whistle
Break-down	とりくずれす	inventoryActions	item	Blessed bone statuette
Examine	しらべる	inventoryActions	item	
Slayer Master	とうばつのたつじん	inventoryActions	item	Karamja gloves 4
Swap	いりれかえる	inventoryActions	item	Bruma torch
Remove	とりそとす	inventoryActions	item	
Add	くわえる	inventoryActions	item	
Add-5	５コくわえる	inventoryActions	item	
Add-10	10コくわえる	inventoryActions	item	
Add-All	ぜんてくわえる	inventoryActions	item	
Add-X	Xコくわえる	inventoryActions	item	
Examine	しらべる	inventoryActions	item	
Remove	とりそとす	inventoryActions	item	
Add	くわえる	inventoryActions	item	
Add-5	５コくわえる	inventoryActions	item	
Add-10	10コくわえる	inventoryActions	item	
Add-All	ぜんてくわえる	inventoryActions	item	
Add-X	Xコくわえる	inventoryActions	item	
Edgeville	エッジビル	inventoryActions	item	Amulet of glory(1)
Karamja	カラムジャ	inventoryActions	item	Amulet of glory(1)
Draynor Village	ドレイナーむら	inventoryActions	item	Amulet of glory(1)
Al Kharid	アル・カリッド	inventoryActions	item	Amulet of glory(1)
Tan Leather	かわをかわに	inventoryActions	item	Leather
Recharge Dragonstone	りゅうせきチャージ	inventoryActions	item	Dead orb
Emir's Arena	エミアのアリーナ	inventoryActions	item	Ring of dueling(8)
Castle Wars	キャッスル・ウォーズ	inventoryActions	item	Ring of dueling(8)
Ferox Enclave	フェロックス・オンクレーブ	inventoryActions	item	Ring of dueling(8)
Fortis Colosseum	フォーティスとうぎじょう	inventoryActions	item	Ring of dueling(8)
Bloom	さかせる	inventoryActions	item	Silver sickle (b)
Rellekka	レレカ	inventoryActions	item	Enchanted lyre(1)
Waterbirth Island	ウォーターバースしま	inventoryActions	item	Enchanted lyre(1)
Neitiznot	ネイチズノット	inventoryActions	item	Enchanted lyre(1)
Jatiszo	ジャティスゾ	inventoryActions	item	Enchanted lyre(1)
Burthorpe	バーソープ	inventoryActions	item	Games necklace(8)
Barbarian Outpost	ばんぞくのまえしょうきち	inventoryActions	item	Games necklace(8)
Corporeal Beast	コーポリアル・ビースト	inventoryActions	item	Games necklace(8)
Tears of Guthix	ガシックスのなみだ	inventoryActions	item	Games necklace(8)
Wintertodt Camp	ウィンタートッド・キャンプ	inventoryActions	item	Games necklace(8)
Surrender	ふふ	inventoryActions	item	Hooded cloak
Fling	なげる	inventoryActions	item	Easter basket
Teleport	ワープ	inventoryActions	item	Camulet
Geomancy	ジェオマンシー	inventoryActions	item	Watering can
Boost	ブースト	inventoryActions	item	Attack cape
Warriors' Guild	せんしギルド	inventoryActions	item	Strength cape
Check Totals	あわせけいねをかくにん	inventoryActions	item	Butterfly net
Prance	とねる	inventoryActions	item	Reindeer hat
Farming Guild	のうぎょうギルド	inventoryActions	item	Skills necklace(4)
Mining Guild	さいくつギルド	inventoryActions	item	Skills necklace(4)
Crafting Guild	こうさくギルド	inventoryActions	item	Skills necklace(4)
Cooking Guild	りょうりギルド	inventoryActions	item	Skills necklace(4)
Woodcutting Guild	きこりギルド	inventoryActions	item	Skills necklace(4)
Champions' Guild	チャンピオン・ギルド	inventoryActions	item	Combat bracelet(4)
Monastery	しゅうどういん	inventoryActions	item	Combat bracelet(4)
Ranging Guild	えんしゃギルド	inventoryActions	item	Combat bracelet(4)
Fossil Island	かせきじま	inventoryActions	item	Digsite pendant (1)
Lithkren Dungeon	リスクレン・ダンジョン	inventoryActions	item	Digsite pendant (1)
Digsite	はっくつげんば	inventoryActions	item	Digsite pendant (1)
Master	たつじん	inventoryActions	item	Slayer ring (8)
Miscellania	ミセラニア	inventoryActions	item	Ring of wealth (5)
Falador	ファラドー	inventoryActions	item	Ring of wealth (5)
Dondakan	ドンダカン	inventoryActions	item	Ring of wealth (5)
Boss Log	ボスログ	inventoryActions	item	Ring of wealth (5)
Coin Collection	コインかいしゅう	inventoryActions	item	Ring of wealth (5)
Tip	かたむける	inventoryActions	item	Fedora
Basic Reanimation	きほんよみがえなまじゅつ	inventoryActions	item	Easter
Check Rank	ランクをかくにん	inventoryActions	item	Druidic wreath
Ectofuntus Pit	エクトファンタスのピット	inventoryActions	item	Morytania legs 1
Burgh de Rott	バーグ・ドゥ・ロット	inventoryActions	item	Morytania legs 3
Recharge Prayer	いのりりょくをかいふく	inventoryActions	item	Falador shield 1
Kandarin Monastery	カンダリンしゅうどういん	inventoryActions	item	Ardougne cloak 1
Ardougne Farm	アルドインのうじょう	inventoryActions	item	Ardougne cloak 2
Fishing Teleports	つりばワープちてん	inventoryActions	item	Max cape
POH Portals	いえポータル	inventoryActions	item	Max cape
Other Teleports	そのほかのワープ	inventoryActions	item	Max cape
Xeric's Lookout	ゼリックのみはり	inventoryActions	item	Xeric's talisman
Xeric's Glade	ゼリックのくうち	inventoryActions	item	Xeric's talisman
Xeric's Inferno	ゼリックのもうひ	inventoryActions	item	Xeric's talisman
Xeric's Heart	ゼリックのちゅうこころ	inventoryActions	item	Xeric's talisman
Xeric's Honour	ゼリックのめいよ	inventoryActions	item	Xeric's talisman
Check Charges	チャージかくにん	inventoryActions	item	Chronicle
Teleport to Target	ひょうてきにワープ	inventoryActions	item	Dead orb
Recoil Settings	はんしゃのせってい	inventoryActions	item	Ring of suffering (r)
The Outpost	まえしょうきち	inventoryActions	item	Necklace of passage(5)
Eagles' Eyrie	ワシのす	inventoryActions	item	Necklace of passage(5)
Wizards' Tower	まほうつかいのとう	inventoryActions	item	Necklace of passage(5)
Bandit Camp	とうぞくのキャンプち	inventoryActions	item	Burning amulet(5)
Lava Maze	ようがんめいろ	inventoryActions	item	Burning amulet(5)
Chaos Temple	こんとんのじいん	inventoryActions	item	Burning amulet(5)
Throw-water north	きたにみずをなげる	inventoryActions	item	Heat-proof vessel
Throw-water east	ひがしにみずをなげる	inventoryActions	item	Heat-proof vessel
Throw-water south	みなみにみずをなげる	inventoryActions	item	Heat-proof vessel
Throw-water west	にしにみずをなげる	inventoryActions	item	Heat-proof vessel
Recharge	チャージ	inventoryActions	item	Ancient wyvern shield
Lunch by the Lancalliums	ランカリウムのとなりでちゅうしょく	inventoryActions	item	Kharedst's memoirs
The Fisher's Flute	つりひとのフルート	inventoryActions	item	Kharedst's memoirs
History and Hearsay	れきしとでんぶん	inventoryActions	item	Kharedst's memoirs
Jewellery of Jubilation	かんきのほうしょくひん	inventoryActions	item	Kharedst's memoirs
A Dark Disposition	あんこくのきしつ	inventoryActions	item	Kharedst's memoirs
Toggle absorption	きゅうしゅうのきりかえ	inventoryActions	item	Bracelet of ethereum
Slash	きりさけく	inventoryActions	item	Prop sword
Trophy Emote	トロフィーのエモート	inventoryActions	item	Twisted dragon trophy
Twisted Relic Emote	ツイステッド・リーグのエモート	inventoryActions	item	Twisted cane
Use	つかいう	inventoryActions	item	Plank sack
Open-All	ぜんてひらきく	inventoryActions	item	Supply crate
Trailblazer Relic Emote	トレールブレイザー・リーグのエモート	inventoryActions	item	Trailblazer cane
Trailblazer Area Emote	トレールブレイザーくいきのエモート	inventoryActions	item	Trailblazer cane
Fairy-Ring	ようせいのわ	inventoryActions	item	Fairy mushroom
Spirit-tree	せいれいじゅ	inventoryActions	item	Fairy mushroom
Tool-leprechauns	のうぐのレプラコーン	inventoryActions	item	Fairy mushroom
Skill Emote	スキルのエモート	inventoryActions	item	Shattered cane
Boss Emote	ボスのエモート	inventoryActions	item	Shattered cane
Quest Emote	クエストのエモート	inventoryActions	item	Shattered cane
Fragment Emote	はへんのエモート	inventoryActions	item	Shattered cane
Air Altar	たいきのさいだん	inventoryActions	item	Ring of the elements
Water Altar	みずのさいだん	inventoryActions	item	Ring of the elements
Earth Altar	つちのさいだん	inventoryActions	item	Ring of the elements
Fire Altar	ひのさいだん	inventoryActions	item	Ring of the elements
Jalsavrah	ジャルサヴラ	inventoryActions	item	Pharaoh's sceptre
Jaleustrophos	ジャルストロフォス	inventoryActions	item	Pharaoh's sceptre
Jaldraocht	ジャルドラオッチ	inventoryActions	item	Pharaoh's sceptre
Jaltevas	ジャルテヴァス	inventoryActions	item	Pharaoh's sceptre
Accept trick-or-treat	トリック・オア・トリートをうけとりる	inventoryActions	item	Treat cauldron
Ancient Vault	こだいのきんこ	inventoryActions	item	Ring of shadows
Ghorrock Dungeon	ゴロック・ダンジョン	inventoryActions	item	Ring of shadows
The Scar	ザ・スカー	inventoryActions	item	Ring of shadows
