english	translation	category	sub_category	source
Pearl bolt tips	パールのボルトチップ	name	item	Pearl bolt tips
Barb bolttips	トゲのあるボルトチップ	name	item	Barb bolttips
Longbow (u)	ちょうきゅう（つるなし）	name	item	Longbow (u)
Shortbow (u)	たんきゅう（つるなし）	name	item	Shortbow (u)
Arrow shaft	やのシャフト	name	item	Arrow shaft
Headless arrow	やがら	name	item	Headless arrow
Oak shortbow (u)	かえでのたんきゅう（つるなし）	name	item	Oak shortbow (u)
Oak longbow (u)	かえでのちょうきゅう（つるなし）	name	item	Oak longbow (u)
Willow longbow (u)	やなぎのちょうきゅう（つるなし）	name	item	Willow longbow (u)
Willow shortbow (u)	やなぎのたんきゅう（つるなし）	name	item	Willow shortbow (u)
Maple longbow (u)	かえでのちょうきゅう（つるなし）	name	item	Maple longbow (u)
Maple shortbow (u)	かえでのたんきゅう（つるなし）	name	item	Maple shortbow (u)
Yew longbow (u)	イチイのちょうきゅう（つるなし）	name	item	Yew longbow (u)
Yew shortbow (u)	イチイのたんきゅう（つるなし）	name	item	Yew shortbow (u)
Magic longbow (u)	まほうじゅのちょうきゅう（つるなし）	name	item	Magic longbow (u)
Magic shortbow (u)	まほうじゅのたんきゅう（つるなし）	name	item	Magic shortbow (u)
Khazard helmet	カザードのかぶと	name	item	Khazard helmet
Khazard armour	カザードのよろい	name	item	Khazard armour
Khazard cell keys	カザードのかんぼうのカギ	name	item	Khazard cell keys
Khali brew	カリのじょうぞうしゅ	name	item	Khali brew
Ice arrows	こおりのや	name	item	Ice arrows
Lever	レバー	name	item	Lever
Staff of armadyl	アーマディルのつえ	name	item	Staff of armadyl
Shiny key	こうたくのあるカギ	name	item	Shiny key
Pendant of lucien	ルシエンのくびかざりり	name	item	Pendant of lucien
Armadyl pendant	アーマディルのくびかざりり	name	item	Armadyl pendant
Boots of lightness	けいかいなくつ	name	item	Boots of lightness
Child's blanket	こどものもうふ	name	item	Child's blanket
Guam potion (unf)	グアムのやくえき（みかんせい）	name	item	Guam potion (unf)
Marrentill potion (unf)	マレンテルのやくえき（みかんせい）	name	item	Marrentill potion (unf)
Tarromin potion (unf)	タロミンのやくえき（みかんせい）	name	item	Tarromin potion (unf)
Harralander potion (unf)	ハラランダーのやくえき（みかんせい）	name	item	Harralander potion (unf)
Ranarr potion (unf)	ラナーのやくえき（みかんせい）	name	item	Ranarr potion (unf)
Irit potion (unf)	アイリットのやくえき（みかんせい）	name	item	Irit potion (unf)
Avantoe potion (unf)	アバントーのやくえき（みかんせい）	name	item	Avantoe potion (unf)
Kwuarm potion (unf)	クワームのやくえき（みかんせい）	name	item	Kwuarm potion (unf)
Cadantine potion (unf)	カンダタインのやくえき（みかんせい）	name	item	Cadantine potion (unf)
Dwarf weed potion (unf)	ドワーフくさのやくえき（みかんせい）	name	item	Dwarf weed potion (unf)
Torstol potion (unf)	トーストルのやくえき（みかんせい）	name	item	Torstol potion (unf)
Strength potion(4)	わんりょくのぞうきょうやく（４）	name	item	Strength potion(4)
Strength potion(3)	わんりょくのぞうきょうやく（３）	name	item	Strength potion(3)
Strength potion(2)	わんりょくのぞうきょうやく（２）	name	item	Strength potion(2)
Strength potion(1)	わんりょくのぞうきょうやく（１）	name	item	Strength potion(1)
Attack potion(3)	こうげきりょくのぞうきょうやく（３）	name	item	Attack potion(3)
Attack potion(2)	こうげきりょくのぞうきょうやく（２）	name	item	Attack potion(2)
Attack potion(1)	こうげきりょくのぞうきょうやく（１）	name	item	Attack potion(1)
Restore potion(3)	かいふくやく（３）	name	item	Restore potion(3)
Restore potion(2)	かいふくやく（２）	name	item	Restore potion(2)
Restore potion(1)	かいふくやく（１）	name	item	Restore potion(1)
Defence potion(3)	しゅびりょくのぞうきょうやく（３）	name	item	Defence potion(3)
Defence potion(2)	しゅびりょくのぞうきょうやく（２）	name	item	Defence potion(2)
Defence potion(1)	しゅびりょくのぞうきょうやく（１）	name	item	Defence potion(1)
Prayer potion(3)	きとうのやくえき（３）	name	item	Prayer potion(3)
Prayer potion(2)	きとうのやくえき（２）	name	item	Prayer potion(2)
Prayer potion(1)	きとうのやくえき（１）	name	item	Prayer potion(1)
Super attack(3)	こうげきりょくのちょうぞうきょうやく（３）	name	item	Super attack(3)
Super attack(2)	こうげきりょくのちょうぞうきょうやく（２）	name	item	Super attack(2)
Super attack(1)	こうげきりょくのちょうぞうきょうやく（１）	name	item	Super attack(1)
Fishing potion(3)	つりぞうきょうやく（３）	name	item	Fishing potion(3)
Fishing potion(2)	つりぞうきょうやく（２）	name	item	Fishing potion(2)
Fishing potion(1)	つりぞうきょうやく（１）	name	item	Fishing potion(1)
Super strength(3)	わんりょくのちょうぞうきょうやく（３）	name	item	Super strength(3)
Super strength(2)	わんりょくのちょうぞうきょうやく（２）	name	item	Super strength(2)
Super strength(1)	わんりょくのちょうぞうきょうやく（１）	name	item	Super strength(1)
Super defence(3)	しゅびりょくのちょうぞうきょうやく（３）	name	item	Super defence(3)
Super defence(2)	しゅびりょくのちょうぞうきょうやく（２）	name	item	Super defence(2)
Super defence(1)	しゅびりょくのちょうぞうきょうやく（１）	name	item	Super defence(1)
Ranging potion(3)	えんしゃのぞうきょうやく（３）	name	item	Ranging potion(3)
Ranging potion(2)	えんしゃのぞうきょうやく（２）	name	item	Ranging potion(2)
Ranging potion(1)	えんしゃのぞうきょうやく（１）	name	item	Ranging potion(1)
Antipoison(3)	げどくざい（３）	name	item	Antipoison(3)
Antipoison(2)	げどくざい（２）	name	item	Antipoison(2)
Antipoison(1)	げどくざい（１）	name	item	Antipoison(1)
Superantipoison(3)	ちょうげどくざい（３）	name	item	Superantipoison(3)
Superantipoison(2)	ちょうげどくざい（２）	name	item	Superantipoison(2)
Superantipoison(1)	ちょうげどくざい（１）	name	item	Superantipoison(1)
Weapon poison	ぶきようのどく	name	item	Weapon poison
Zamorak brew(3)	ザモラックのひやく（３）	name	item	Zamorak brew(3)
Zamorak brew(2)	ザモラックのひやく（２）	name	item	Zamorak brew(2)
Zamorak brew(1)	ザモラックのひやく（１）	name	item	Zamorak brew(1)
Potion	やくえき	name	item	Potion
Poison chalice	どくはい	name	item	Poison chalice
Grimy guam leaf	よごれたグアム	name	item	Grimy guam leaf
Grimy marrentill	よごれたマレンテル	name	item	Grimy marrentill
Grimy tarromin	よごれたタロミン	name	item	Grimy tarromin
Grimy harralander	よごれたハラランダー	name	item	Grimy harralander
Grimy ranarr weed	よごれたラナー	name	item	Grimy ranarr weed
Grimy irit leaf	よごれたアイリット	name	item	Grimy irit leaf
Grimy avantoe	よごれたアバント―	name	item	Grimy avantoe
Grimy kwuarm	よごれたクワーム	name	item	Grimy kwuarm
Grimy cadantine	よごれたカンダタイン	name	item	Grimy cadantine
Grimy dwarf weed	よごれたドワーフくさ	name	item	Grimy dwarf weed
Grimy torstol	よごれたトーストル	name	item	Grimy torstol
Eye of newt	イモリのめ	name	item	Eye of newt
Red spiders' eggs	あかいクモのたまご	name	item	Red spiders' eggs
Limpwurt root	リンプワートのね	name	item	Limpwurt root
Vial of water	みずいりりしやくびん	name	item	Vial of water
Vial	しやくびん	name	item	Vial
Snape grass	スネイプくさ	name	item	Snape grass
Pestle and mortar	きねとうす	name	item	Pestle and mortar
Unicorn horn dust	ユニコーンのつのこな	name	item	Unicorn horn dust
Unicorn horn	ユニコーンのつの	name	item	Unicorn horn
White berries	しろいベリー	name	item	White berries
Dragon scale dust	ドラゴンのうろこのこな	name	item	Dragon scale dust
Blue dragon scale	せいりゅうのうろこ	name	item	Blue dragon scale
Wine of zamorak	ザモラックのワイン	name	item	Wine of zamorak
Jangerberries	ジャンガベリー	name	item	Jangerberries
Guam leaf	グアム	name	item	Guam leaf
Marrentill	マレンテル	name	item	Marrentill
Tarromin	タロミン	name	item	Tarromin
Harralander	ハラランダー	name	item	Harralander
Ranarr weed	ラナー	name	item	Ranarr weed
Irit leaf	アイリット	name	item	Irit leaf
Avantoe	アバント―	name	item	Avantoe
Kwuarm	クワーム	name	item	Kwuarm
Cadantine	カンダタイン	name	item	Cadantine
Dwarf weed	ドワーフくさ	name	item	Dwarf weed
Torstol	トーストル	name	item	Torstol
Pressure gauge	あつりょくけい	name	item	Pressure gauge
Fish food	さかなのエサ	name	item	Fish food
Poison	どく	name	item	Poison
Poisoned fish food	どくされたさかなのエサ	name	item	Poisoned fish food
Key	カギ	name	item	Key
Rubber tube	ゴムのくだ	name	item	Rubber tube
Oil can	あぶらさしし	name	item	Oil can
Cattleprod	うしおいいぼう	name	item	Cattleprod
Sheep feed	ひつじのエサ	name	item	Sheep feed
Sheep bones (1)	ひつじのほね（１）	name	item	Sheep bones (1)
Sheep bones (2)	ひつじのほね（２）	name	item	Sheep bones (2)
Sheep bones (3)	ひつじのほね（３）	name	item	Sheep bones (3)
Sheep bones (4)	ひつじのほね（４）	name	item	Sheep bones (4)
Plague jacket	えきびょうのジャケット	name	item	Plague jacket
Plague trousers	えきびょうのズボン	name	item	Plague trousers
Orange goblin mail	オレンジゴブリンのかたびら	name	item	Orange goblin mail
Blue goblin mail	あおいゴブリンのかたびら	name	item	Blue goblin mail
Goblin mail	ゴブリンのかたびら	name	item	Goblin mail
Research package	けんきゅうにもつ	name	item	Research package
Research notes	けんきゅうのきろく	name	item	Research notes
Book on baxtorian	バクストリアンにかんするほん	name	item	Book on baxtorian
Glarial's pebble	グラリアルのこいし	name	item	Glarial's pebble
Glarial's amulet	グラリアルのアミュレット	name	item	Glarial's amulet
Glarial's urn	グラリアルのつぼ	name	item	Glarial's urn
Glarial's urn (empty)	グラリアルのつぼ（くう）	name	item	Glarial's urn (empty)
Mithril seeds	ミスリルのたね	name	item	Mithril seeds
Rat's tail	ネズミのしっぽ	name	item	Rat's tail
Lobster pot	ロブスターのカゴ	name	item	Lobster pot
Small fishing net	しょうさいぎょもう	name	item	Small fishing net
Big fishing net	だいきいぎょもう	name	item	Big fishing net
Fishing rod	つりさお	name	item	Fishing rod
Fly fishing rod	フライロッド	name	item	Fly fishing rod
Harpoon	もり	name	item	Harpoon
Fishing bait	つりエサ	name	item	Fishing bait
Feather	はね	name	item	Feather
Shrimps	えび	name	item	Shrimps
Raw shrimps	なまえび	name	item	Raw shrimps
Anchovies	アンチョビ	name	item	Anchovies
Raw anchovies	なまのアンチョビ	name	item	Raw anchovies
Burnt fish	こげたさかな	name	item	Burnt fish
Sardine	イワシ	name	item	Sardine
Raw sardine	なまのイワシ	name	item	Raw sardine
Salmon	さけ	name	item	Salmon
Raw salmon	なまのさけ	name	item	Raw salmon
Trout	マス	name	item	Trout
Raw trout	なまのマス	name	item	Raw trout
Giant carp	きょだいなこい	name	item	Giant carp
Raw giant carp	なまのきょだいなこい	name	item	Raw giant carp
Cod	タラ	name	item	Cod
Raw cod	なまのタラ	name	item	Raw cod
Raw herring	なまのニシン	name	item	Raw herring
Herring	ニシン	name	item	Herring
Raw pike	なまのパイク	name	item	Raw pike
Pike	パイク	name	item	Pike
Raw mackerel	なまのサバ	name	item	Raw mackerel
Mackerel	サバ	name	item	Mackerel
Raw tuna	なまのまぐろ	name	item	Raw tuna
Tuna	まぐろ	name	item	Tuna
Raw bass	なまのバス	name	item	Raw bass
Bass	バス	name	item	Bass
Raw swordfish	なまのカジキ	name	item	Raw swordfish
Swordfish	カジキ	name	item	Swordfish
Burnt swordfish	こげたカジキ	name	item	Burnt swordfish
Raw lobster	なまのロブスター	name	item	Raw lobster
Lobster	ロブスター	name	item	Lobster
Burnt lobster	こげたロブスター	name	item	Burnt lobster
Raw shark	なまのサメ	name	item	Raw shark
Shark	サメ	name	item	Shark
Burnt shark	こげたサメ	name	item	Burnt shark
Raw manta ray	なまのマンタ	name	item	Raw manta ray
Manta ray	マンタ	name	item	Manta ray
Burnt manta ray	こげたマンタ	name	item	Burnt manta ray
Raw sea turtle	なまのウミガメ	name	item	Raw sea turtle
Sea turtle	ウミガメ	name	item	Sea turtle
Burnt sea turtle	こげたウミガメ	name	item	Burnt sea turtle
Seaweed	かいそう	name	item	Seaweed
Edible seaweed	しょくようかいそう	name	item	Edible seaweed
Casket	きばこ	name	item	Casket
Oyster	カキ	name	item	Oyster
Empty oyster	くうのカキ	name	item	Empty oyster
Oyster pearl	カキのしんじゅ	name	item	Oyster pearl
Oyster pearls	カキのしんじゅ	name	item	Oyster pearls
Ethenea	エテネア	name	item	Ethenea
Liquid honey	えきじょうはちみつ	name	item	Liquid honey
Sulphuric broline	りゅうさんブロリン	name	item	Sulphuric broline
Plague sample	ペストのサンプル	name	item	Plague sample
Touch paper	てんかようし	name	item	Touch paper
Distillator	じょうりゅうき	name	item	Distillator
Lathas' amulet	ラサスのアミュレット	name	item	Lathas' amulet
Bird feed	とりのエサ	name	item	Bird feed
Pigeon cage	はとのおり	name	item	Pigeon cage
Priest gown	そうい	name	item	Priest gown
Medical gown	いりょうようガウン	name	item	Medical gown
Karamjan rum	カラムジャのラムさけ	name	item	Karamjan rum
Chest key	たからばこのカギ	name	item	Chest key
Pirate message	かいぞくのメッセージ	name	item	Pirate message
Clay	ねんど	name	item	Clay
Copper ore	どうこうせき	name	item	Copper ore
Tin ore	スズこうせき	name	item	Tin ore
Iron ore	てっこうせき	name	item	Iron ore
Silver ore	ぎんこうせき	name	item	Silver ore
Gold ore	きんこうせき	name	item	Gold ore
'perfect' gold ore	「かんぺき」なきんこうせき	name	item	'perfect' gold ore
Mithril ore	ミスリルこうせき	name	item	Mithril ore
Adamantite ore	アダマンタイトこうせき	name	item	Adamantite ore
Runite ore	ルーナイトこうせき	name	item	Runite ore
Coal	せきたん	name	item	Coal
Barcrawl card	バークロールのカード	name	item	Barcrawl card
Scorpion cage	サソリのおり	name	item	Scorpion cage
Strange fruit	きみょうなくだもの	name	item	Strange fruit
Pickaxe handle	ツルハシのえ	name	item	Pickaxe handle
Broken pickaxe	こわしれたツルハシ	name	item	Broken pickaxe
Bronze pick head	せいどうのツルハシのヘッド	name	item	Bronze pick head
Iron pick head	てつのツルハシのヘッド	name	item	Iron pick head
Steel pick head	こうてつのツルハシのヘッド	name	item	Steel pick head
Mithril pick head	ミスリルのツルハシのヘッド	name	item	Mithril pick head
Adamant pick head	アダマントのツルハシのヘッド	name	item	Adamant pick head
Rune pick head	ルーンのツルハシのヘッド	name	item	Rune pick head
Axe handle	おのえ	name	item	Axe handle
Broken axe	こわしれたおの	name	item	Broken axe
Bronze axe head	せいどうのおのきんぞくぶぶん	name	item	Bronze axe head
Iron axe head	てつのおのきんぞくぶぶん	name	item	Iron axe head
Steel axe head	こうてつのおのきんぞくぶぶん	name	item	Steel axe head
Black axe head	くろがねのおのきんぞくぶぶん	name	item	Black axe head
Mithril axe head	ミスリルのおのきんぞくぶぶん	name	item	Mithril axe head
Adamant axe head	アダマントのおのきんぞくぶぶん	name	item	Adamant axe head
Rune axe head	ルーンのおのきんぞくぶぶん	name	item	Rune axe head
Enchanted beef	まほうのぎゅうにく	name	item	Enchanted beef
Enchanted rat	まほうのネズミにく	name	item	Enchanted rat
Enchanted bear	まほうのくまにく	name	item	Enchanted bear
Enchanted chicken	まほうのけいにく	name	item	Enchanted chicken
Bones	ほね	name	item	Bones
Burnt bones	こげたほね	name	item	Burnt bones
Bat bones	コウモリのほね	name	item	Bat bones
Big bones	だいきいほね	name	item	Big bones
Babydragon bones	よういりゅうのほね	name	item	Babydragon bones
Dragon bones	りゅうのほね	name	item	Dragon bones
Druid's robe	ドルイドのローブした	name	item	Druid's robe
Druid's robe top	ドルイドのローブじょう	name	item	Druid's robe top
Monk's robe	そうりょのローブした	name	item	Monk's robe
Monk's robe top	そうりょのローブじょう	name	item	Monk's robe top
Shade robe top	かげのローブじょう	name	item	Shade robe top
Shade robe	かげのローブした	name	item	Shade robe
Newcomer map	しょしんしゃようのちず	name	item	Newcomer map
Ghostspeak amulet	れいごのアミュレット	name	item	Ghostspeak amulet
Ghost's skull	ゆうれいのずがいこつ	name	item	Ghost's skull
Fire rune	ひのルーン	name	item	Fire rune
Water rune	みずのルーン	name	item	Water rune
Air rune	たいきのルーン	name	item	Air rune
Earth rune	つちのルーン	name	item	Earth rune
Mind rune	こころのルーン	name	item	Mind rune
Body rune	からだのルーン	name	item	Body rune
Death rune	しのルーン	name	item	Death rune
Nature rune	しぜんのルーン	name	item	Nature rune
Chaos rune	こんとんのルーン	name	item	Chaos rune
Law rune	ほうのルーン	name	item	Law rune
Cosmic rune	うちゅうのルーン	name	item	Cosmic rune
Blood rune	ちのルーン	name	item	Blood rune
Soul rune	たましいのルーン	name	item	Soul rune
Unpowered orb	むこうりょくのオーブ	name	item	Unpowered orb
Fire orb	ひのオーブ	name	item	Fire orb
Water orb	みずのオーブ	name	item	Water orb
Air orb	たいきのオーブ	name	item	Air orb
Earth orb	つちのオーブ	name	item	Earth orb
Blue wizard robe	あおいまほうつかいいのローブ	name	item	Blue wizard robe
Blue wizard hat	あおいまほうつかいいのぼうし	name	item	Blue wizard hat
Black robe	くろいローブ	name	item	Black robe
Bailing bucket	はいすいバケツ	name	item	Bailing bucket
Orb of protection	ぼうぎょのオーブ	name	item	Orb of protection
Orbs of protection	ぼうぎょのオーブ	name	item	Orbs of protection
Gnome amulet	ノームのアミュレット	name	item	Gnome amulet
Tinderbox	ひうちいしのはこ	name	item	Tinderbox
Ashes	はい	name	item	Ashes
Lit torch	てんかされたたいまつ	name	item	Lit torch
Torch	たいまつ	name	item	Torch
Unlit torch	みてんかのたいまつ	name	item	Unlit torch
Bronze fire arrow	せいどうのひや	name	item	Bronze fire arrow
Astronomy book	てんもんがくのほん	name	item	Astronomy book
Goblin kitchen key	ゴブリンのだいどころのカギ	name	item	Goblin kitchen key
Lens mould	レンズのいがた	name	item	Lens mould
Observatory lens	てんもんだいのレンズ	name	item	Observatory lens
Bone shard	ほねのはへん	name	item	Bone shard
Bone key	ほねのカギ	name	item	Bone key
Stone-plaque	せきばん	name	item	Stone-plaque
Tattered scroll	ぼろぼろのまきもの	name	item	Tattered scroll
Crumpled scroll	くしゃくしゃのまきもの	name	item	Crumpled scroll
Rashiliyia corpse	ラシリーアのしたい	name	item	Rashiliyia corpse
Zadimus corpse	ザジマスのしたい	name	item	Zadimus corpse
Locating crystal	ていいのすいしょう	name	item	Locating crystal
Beads of the dead	ししゃのたま	name	item	Beads of the dead
Coins	コイン	name	item	Coins
Bone beads	ほねのたま	name	item	Bone beads
Paramaya ticket	パラマヤのチケット	name	item	Paramaya ticket
Ship ticket	ふねのチケット	name	item	Ship ticket
Sword pommel	けんのつかがしら	name	item	Sword pommel
Bervirius notes	ベルビリウスのメモ	name	item	Bervirius notes
Wampum belt	ワムパムのおび	name	item	Wampum belt
Pink boots	ピンクいろのくつ	name	item	Pink boots
Green boots	みどりいろのくつ	name	item	Green boots
Blue boots	あおいろのくつ	name	item	Blue boots
Cream boots	クリームいろのくつ	name	item	Cream boots
Turquoise boots	トルコいしいろのくつ	name	item	Turquoise boots
Pink robe top	ピンクいろのローブじょう	name	item	Pink robe top
Green robe top	みどりいろのローブじょう	name	item	Green robe top
Blue robe top	あおいろのローブじょう	name	item	Blue robe top
Cream robe top	クリームいろのローブじょう	name	item	Cream robe top
Turquoise robe top	トルコいしいろのローブじょう	name	item	Turquoise robe top
Pink robe bottoms	ピンクいろのローブした	name	item	Pink robe bottoms
Green robe bottoms	みどりいろのローブした	name	item	Green robe bottoms
Blue robe bottoms	あおいろのローブした	name	item	Blue robe bottoms
Cream robe bottoms	クリームいろのローブした	name	item	Cream robe bottoms
Turquoise robe bottoms	トルコいしいろのローブした	name	item	Turquoise robe bottoms
Pink hat	ピンクいろのぼうし	name	item	Pink hat
Green hat	みどりいろのぼうし	name	item	Green hat
Blue hat	あおいろのぼうし	name	item	Blue hat
Cream hat	クリームいろのぼうし	name	item	Cream hat
Turquoise hat	トルコいしいろのぼうし	name	item	Turquoise hat
Portrait	しょうぞうが	name	item	Portrait
Blurite sword	ブルライトのけん	name	item	Blurite sword
Blurite ore	ブルタイトこうせき	name	item	Blurite ore
Specimen jar	ひょうほんびん	name	item	Specimen jar
Specimen brush	ひょうほんのブラシ	name	item	Specimen brush
Animal skull	どうぶつのずがいこつ	name	item	Animal skull
Special cup	とくべつなコップ	name	item	Special cup
Teddy	ぬいぐるみ	name	item	Teddy
Cracked sample	ひびわりれたサンプル	name	item	Cracked sample
Rock pick	ツルハシ	name	item	Rock pick
Trowel	こて	name	item	Trowel
Panning tray	パントレイ	name	item	Panning tray
Nuggets	きんぞくのひとかたまり	name	item	Nuggets
Ancient talisman	こだいのタリスマン	name	item	Ancient talisman
Unstamped letter	きってのないてがみ	name	item	Unstamped letter
Sealed letter	ふういんされたてがみ	name	item	Sealed letter
Belt buckle	バックル	name	item	Belt buckle
Old boot	ふるいくつ	name	item	Old boot
Rusty sword	さびたけん	name	item	Rusty sword
Broken arrow	おりれたや	name	item	Broken arrow
Buttons	ボタン	name	item	Buttons
Broken staff	おりれたつえ	name	item	Broken staff
Broken glass	わりれたグラス	name	item	Broken glass
Level 1 certificate	レベル１しょうめいしょ	name	item	Level 1 certificate
Level 2 certificate	レベル２しょうめいしょ	name	item	Level 2 certificate
Level 3 certificate	レベル３しょうめいしょ	name	item	Level 3 certificate
Ceramic remains	とうきのいぶつ	name	item	Ceramic remains
Old tooth	ふるいは	name	item	Old tooth
Invitation letter	しょうたいじょう	name	item	Invitation letter
Damaged armour	はそんしたよろい	name	item	Damaged armour
Broken armour	こわしれたむなよろい	name	item	Broken armour
Stone tablet	せきばん	name	item	Stone tablet
Chemical powder	かがくふんまつ	name	item	Chemical powder
Ammonium nitrate	しょうさんアンモニウム	name	item	Ammonium nitrate
Unidentified liquid	みかくにんのえきたい	name	item	Unidentified liquid
Nitroglycerin	ニトログリセリン	name	item	Nitroglycerin
Ground charcoal	ひかれたすみ	name	item	Ground charcoal
Mixed chemicals	こんごうしたかがくぶっしつ	name	item	Mixed chemicals
Chemical compound	かごうぶつ	name	item	Chemical compound
Arcenia root	アルセニアのね	name	item	Arcenia root
Vase	かびん	name	item	Vase
Book on chemicals	かがくにかんするほん	name	item	Book on chemicals
Cup of tea	こうちゃいっぱい	name	item	Cup of tea
Clue scroll	たからさがししのまきもの	name	item	Clue scroll
Radimus notes	ラジマスのメモ	name	item	Radimus notes
Bullroarer	うなりき	name	item	Bullroarer
Scrawled note	なぐりしょきのメモ	name	item	Scrawled note
A scribbled note	らくがききのメモ	name	item	A scribbled note
Scrumpled note	しわくちゃのメモ	name	item	Scrumpled note
Sketch	スケッチ	name	item	Sketch
Gold bowl	きんのボール	name	item	Gold bowl
Blessed gold bowl	しゅくふくのきんのボール	name	item	Blessed gold bowl
Golden bowl	きんのボール	name	item	Golden bowl
Hollow reed	くうどうのアシ	name	item	Hollow reed
Shaman's tome	シャーマンのしょ	name	item	Shaman's tome
Binding book	そくばくのほん	name	item	Binding book
Enchanted vial	まほうのしやくびん	name	item	Enchanted vial
Holy water	せいなるみず	name	item	Holy water
Smashed glass	わりれたガラス	name	item	Smashed glass
Yommi tree seeds	ヨミーきのたね	name	item	Yommi tree seeds
Snakeweed mixture	スネークくさのこんごうぶつ	name	item	Snakeweed mixture
Ardrigal mixture	アードリガルのこんごうぶつ	name	item	Ardrigal mixture
Bravery potion	ゆうきのぞうきょうやく	name	item	Bravery potion
Chunk of crystal	すいしょうのかたまり	name	item	Chunk of crystal
Hunk of crystal	すいしょうのかたまり	name	item	Hunk of crystal
Lump of crystal	すいしょうのひとかたまり	name	item	Lump of crystal
Heart crystal	ハートのすいしょう	name	item	Heart crystal
Dark dagger	あんこくのたんけん	name	item	Dark dagger
Glowing dagger	ひかりるたんけん	name	item	Glowing dagger
Holy force	せいなるちから	name	item	Holy force
Yommi totem	ヨミーのトーテム	name	item	Yommi totem
Gilded totem	きんいろのトーテム	name	item	Gilded totem
Gnomeball	ノームボール	name	item	Gnomeball
Cadava berries	カダバベリー	name	item	Cadava berries
Message	てがみ	name	item	Message
Cadava potion	カダバのやくえき	name	item	Cadava potion
Book	ほん	name	item	Book
Phoenix hq key	フェニックスほんぶのカギ	name	item	Phoenix hq key
Weapon store key	ぶきこのカギ	name	item	Weapon store key
Intel report	ほうこくしょ	name	item	Intel report
Falador shield	ファラドーのたて	name	item	Falador shield
Broken shield	わりれたたて	name	item	Broken shield
Coal bag	せきたんのふくろ	name	item	Coal bag
Gem bag	ほうせきのふくろ	name	item	Gem bag
Phoenix crossbow	フェニックスのようきゅうじゅう	name	item	Phoenix crossbow
Certificate	しょうめいしょ	name	item	Certificate
Ardougne cloak	アルドインのマント	name	item	Ardougne cloak
Dramen branch	ドラメンのえだ	name	item	Dramen branch
Dramen staff	ドラメンのつえ	name	item	Dramen staff
'perfect' ring	「かんぺき」なゆびわ	name	item	'perfect' ring
'perfect' necklace	「かんぺき」なネックレス	name	item	'perfect' necklace
Cooking gauntlets	りょうりようてぶくろ	name	item	Cooking gauntlets
Goldsmith gauntlets	きんざいくしのてぶくろ	name	item	Goldsmith gauntlets
Chaos gauntlets	こんとんのてぶくろ	name	item	Chaos gauntlets
Steel gauntlets	こうてつのこて	name	item	Steel gauntlets
Crest part	かもんのいちぶ	name	item	Crest part
Family crest	かもん	name	item	Family crest
Bark sample	じゅひのサンプル	name	item	Bark sample
Translation book	ほんやくのほん	name	item	Translation book
Glough's journal	グローのにっき	name	item	Glough's journal
Hazelmere's scroll	ヘイゼルミアのまきもの	name	item	Hazelmere's scroll
Lumber order	もくざいのちゅうもん	name	item	Lumber order
Glough's key	グローのカギ	name	item	Glough's key
Twigs	こえだ	name	item	Twigs
Daconia rock	ダコニアのいし	name	item	Daconia rock
Invasion plans	しんこうのけいかく	name	item	Invasion plans
