english	translation	category	sub_category	source
during the Lunar Diplomacy quest.	げつめんこうしょうクエストちゅう	manual	music	
Wally the Hero	ヒーリーのワリー	manual	music	
during the Demon Slayer quest.	あくまそらいクエストちゅう	manual	music	
Wander	ほうこう	manual	music	
in Draynor Village.	どれーのーむらまち	manual	music	
Warpath	でじんのみち	manual	music	
during the Clan Wars minigame.	ぞくまさいクエストちゅう	manual	music	
Song of the Elves	エルフのうた	manual	music	
during the Song of the Elves quest.	えるぶのうたクエストちゅう	manual	music	
What Happens Below...	ちかでのできごと	manual	music	
in the Warrens.	ぐろいもじゅくあと	manual	music	
Warrior	せんし	manual	music	
during The Fremennik Trials quest.	ふれめんにくしけんクエストちゅう	manual	music	
Warriors' Guild	せんしギルド	manual	music	
at the Warriors' Guild.	せんしぎるどあと	manual	music	
Doors of Dinh, The	じんどるのあったい	manual	music	
The Doors of Dinh	ディンのとびら	manual	music	
in the Northern Tundras.	ほっきょくきたなあ	manual	music	
Waterfall	たき	manual	music	
at the Baxtorian Falls.	ばくすとりあのたきあと	manual	music	
Waterlogged	みずひたし	manual	music	
in Mort Myre Swamp.	もーとみあおぬまち	manual	music	
Way of the Enchanter	まじゅつしのみち	manual	music	
in the Lunar Isle mine.	げつじま・こうやまあと	manual	music	
Way of the Wyrm	ワームのみち	manual	music	
in the Karuulm Slayer Dungeon.	かるーむくぢゅんじょんあと	manual	music	
Wayward	きまぐれ	manual	music	
in the Jiggig dungeon.	じぎぐくぢゅんじょんあと	manual	music	
We are the Fairies	わたしたちがようせいだ	manual	music	
during the Fairytale II - Cure a Queen quest.	おうじょきゅうしゅいうかしクエストちゅう	manual	music	
Lumbering	もくざいばっさい	manual	music	
in Weiss.	うぃすまち	manual	music	
Well of Voyage	たびのいと	manual	music	
during the Regicide quest.	おうじょぎゃくさつクエストちゅう	manual	music	
Morytanian Mystery	モリタニアのなぞ	manual	music	
during the Darkness of Hallowvale quest.	あんくまとのくらやみクエストちゅう	manual	music	
Where Eagles Lair	ワシのすのありか	manual	music	
during the Eagles' Peak quest.	わしのたかみねクエストちゅう	manual	music	
Wild Isle	ワイルド・アイル	manual	music	
in the Wilderness.	もうれっぱい	manual	music	
Wild Side	ワイルド・サイド	manual	music	
Wilderness	ウィルダネス	manual	music	
Revenants	ゆうき	manual	music	
in the Revenant Caves.	よみがえりすがたもうくつあと	manual	music	
Wilderness 	ウィルダネス 	manual	music	
Wildwood	ワイルドウッド	manual	music	
Winter Funfair	ふゆのファンファーレ	manual	music	
during a Christmas event.	くりすますいべんとちゅう	manual	music	
Ice and Fire	こおりとひ	manual	music	
while fighting the Wintertodt.	ふゆとのほかたかい	manual	music	
Witching	まじょ	manual	music	
Woe of the Wyvern	ワイバーンのたんき	manual	music	
in the Asgarnian Ice Dungeon.	あすがるにあこおりくぢゅんじょんあと	manual	music	
Wonder	ワンダー	manual	music	
Wonderous	ワンダーラス	manual	music	
near the Legends' Guild.	でんせつぎるどちかく	manual	music	
Woodland	はやしち	manual	music	
at the Iorwerth Camp in Tirannwn.	ていらんうんいおるうぇるすきゃんぷあと	manual	music	
Walk in the Woods, A	もりあるく	manual	music	
A Walk in the Woods	もりでさんぽ	manual	music	
in the Kourend Woodland.	くーれんどりんあと	manual	music	
Work, Work, Work	しごとしごとしごと	manual	music	
Work\t Work\t Work	はたらけ	manual	music	
during the Tower of Life quest.	いのちのたわークエストちゅう	manual	music	
Workshop	こうぼう	manual	music	
in Falador.	ファラドーる で。	manual	music	
Wrath and Ruin	ふんどとはいきょ	manual	music	
in Tolna's Rift.	とるなのさけめあと	manual	music	
Part Where You Die, The	しぬぶぶん	manual	music	
The Part Where You Die	あなたがしぬところ	manual	music	
during the A Kingdom Divided quest.	おうこくぶんれつクエストちゅう	manual	music	
Predator Xarpus	とらえしょくものハープス	manual	music	
in the Theatre of Blood.	けっえんげきじょう	manual	music	
Last King of the Yarasa	ヤラサのさいごのおう	manual	music	
Xenophobe	そとくにひときょうこわいしょう	manual	music	
in the Waterbirth Island Dungeon.	みずうみしまくぢゅんじょん	manual	music	
Festive Party, A	きもつきぱーてぃー	manual	music	
A Festive Party	おいわいパーティー	manual	music	
Yesteryear	さくねん	manual	music	
in Lumbridge.	らむぶりっじ で。	manual	music	
Spurned Demon, The	すてられたあくま	manual	music	
The Spurned Demon	うらぎりられたあくま	manual	music	
while fighting Zalcano.	ざるかのとたたかいちゅう	manual	music	
Zamorak Zoo	ザモラックのどうぶつえん	manual	music	
in the God Wars Dungeon.	かみだんそうくぢゅんじょんあと	manual	music	
Zanik's Theme	ザニックのテーマ	manual	music	
during the Land of the Goblins quest.	ゴブリンのくにクエストちゅう	manual	music	
Zaros Zeitgeist	ザロスのときだいのきかぜ	manual	music	
Zealot	ジーロット	manual	music	
at the Water Altar.	みずさいだんあと	manual	music	
Zogre Dance	ゾーガダンス	manual	music	
south of Castle Wars.	しろせんそうみなみ	manual	music	
On Thin Ice	あぶういこおりのじょう	manual	music	
during the Dragon Slayer II quest.	りゅうそらいにほんめクエストちゅう	manual	music	
Zombiism	ゾンビズム	manual	music	
on Harmony Island.	わきょうしまじょう	manual	music	
Old Ones, The	ふるいもの	manual	music	
The Old Ones	ふるいモノ	manual	music	
during The Garden of Death quest.	しのていえんクエストちゅう	manual	music	
Secrets of the North	きたりくのひみつ	manual	music	
during the Secrets of the North quest.	ほっきょくのひみつクエストちゅう	manual	music	
In the Shadows	かげのちゅうに	manual	music	
More Than Meets the Eye	みためいじょう	manual	music	
Vault, The	きょくみん・のこくさい	manual	music	
The Vault	きんこ	manual	music	
during the Desert Treasure II - The Fallen Empire quest.	さばくたからにほんめおちてくえんぱいあクエストちゅう	manual	music	
Fallen Empire, The	おちたていこく	manual	music	
The Fallen Empire	めつびたていこく	manual	music	
Prison Break	ぬごく	manual	music	
Scar Tissue	スカー・ティシュー	manual	music	
Worthy Foe, A	かちあるあいて	manual	music	
A Worthy Foe	すきてきて	manual	music	
Colossus of the Deep	ふかいうみのきょぞう	manual	music	
Eye See You	めみえる	manual	music	
Blood Rush	ブラッド・ラッシュ	manual	music	
Song of the Silent Choir	かだまなあわせとなえだんのうた	manual	music	
Unturned Stones	ひっくりかえしされていないいし	manual	music	
Master of Puppets	パペット・マスター	manual	music	
His Faithful Servants	あのほうのちゅうじつなしたがいものたち	manual	music	
Tick Tock	ティックトック	manual	music	
Strangled	こうさつされたもの	manual	music	
Bolrie's Diary	ボルリーのにっき	manual	music	
during The Path of Glouphrie quest.	ぐろうふりーのみちクエストちゅう	manual	music	
Healin' Feelin'	いやしのかんかく	manual	music	
Longramble Scramble, The	ろんぐぐだまぶるすくらんぶる	manual	music	
The Longramble Scramble	ながいはいかいのこみみだ	manual	music	
Storeroom Shuffle	そうこせいり	manual	music	
Terrorbird Tussle	テラーとりのあらそい	manual	music	
Waste Defaced	よごれされたはいきぶつ	manual	music	
Dot's Yuletide	ドットのクリスマス	manual	music	
Children of the Sun	たいようのこ	manual	music	
during the Children of the Sun quest.	たいようのこどもクエストちゅう	manual	music	
Plots and Plans	かまそうとけいかく	manual	music	
Burning Sun, The	もえるたいよう	manual	music	
The Burning Sun	しゃくねつのたいよう	manual	music	
Undead Army	アンデッドのぐんたい	manual	music	
during the Defender of Varrock quest.	バロックぼうえいしゃクエストちゅう	manual	music	
Dream Theatre, The	ゆめげきじょう	manual	music	
The Dream Theatre	ゆめのげきじょう	manual	music	
Zombie Invasion	ゾンビのしんりゃく	manual	music	
City of Sun, The	たいようのみやこ	manual	music	
The City of Sun	たいようのとし	manual	music	
in Civitas illa Fortis.	しびたすいらふぉるてぃあと	manual	music	
Undying Light, The	ふめつのひかり	manual	music	
The Undying Light	ふめつのひかり	manual	music	
in the Avium Savannah.	あびあむさばんなあと	manual	music	
Guidance of Ralos, The	らろすのしおき	manual	music	
The Guidance of Ralos	ラロスのみちびき	manual	music	
on Ralos' Rise.	らろすのたかまり	manual	music	
Under the Mountain	やまのふもと	manual	music	
in Cam Torum.	かむとーらまち	manual	music	
Ready for the Hunt	かりのじゅんびかんりょう	manual	music	
in the Hunter Guild.	りょうしぎるどあと	manual	music	
Are You Not Entertained?	おたのしいしみいただけた？	manual	music	
in the Fortis Colosseum.	ふぉるてぃころっせおあと	manual	music	
Moons of Ruin, The	はかいのげつ	manual	music	
The Moons of Ruin	はいきょのムーン	manual	music	
during the Perilous Moons quest.	きけんげつクエストちゅう	manual	music	
Lost to Time	ときのりゅうれにうしないわれた	manual	music	
Sunny Side Up	かためんやきのたまごやき	manual	music	
during the Easter  Holiday Event.	いーすたーいべんとちゅう	manual	music	
Animal Magnetism	どうぶつのじせい	manual	quest	
Learn how to equip Ava's ranged devices.	あばのてきえんそうふくそうほうをまなぶ	manual	quest	
Another Slice of H.A.M.	もう１まいのH.A.M.	manual	quest	
Learn how to use the Goblin Village teleport spheres.	ゴブリンむらてれぽーときゅうのつかいかたをまなぶ	manual	quest	
Ascent of Arceuus, The	アルセウスののぼりてん	manual	quest	
The Ascent of Arceuus	アルセウスののぼりてん	manual	quest	
Gain the Arceuus Memoirs teleport.	あるけうすかいろくてれぽーとえんくをえる	manual	quest	
Alfred Grimhand's Barcrawl	アルフレッド・グイムハンドのバーじゅんり	manual	quest	
Embark on a Barbarian rite of passage.	ばーばりあんつうかぎしきにのぞむ	manual	quest	
Bear Your Soul	たましいをさらけです	manual	quest	
Gain the Soul Bearer.	たましいかんたいしゃえんくをえる	manual	quest	
Below Ice Mountain	こおりやまのちか	manual	quest	
Gain access to the Ruins of Camdozaal.	かむどざーるいせきへのあくせすをえる	manual	quest	
Between a Rock...	いわのあいだに・・・	manual	quest	
Gain access to the Arzinian Gold Mine.	あーじにあきんこうやまへのあくせすをえる	manual	quest	
Big Chompy Bird Hunting	だいチョンピーとりかり	manual	quest	
Learn how to hunt Chompy Birds.	ちょむぴーとりのかりかたをまなぶ	manual	quest	
Biohazard	バイオハザード	manual	quest	
Unlock the West Ardougne teleport spell.	にしあーどおうぐねてれぽーとまじゅつのかぎをひらく	manual	quest	
Black Knights' Fortress	くろきしのようさい	manual	quest	
Assist the White Knights with their investigation.	しろきしたちのちょうさをてつだう	manual	quest	
Bone Voyage	ほねのこうかい	manual	quest	
Gain access to Fossil Island.	かせきしまへのあくせすをえる	manual	quest	
Cabin Fever	ふねしつびょう	manual	quest	
Gain access to Mos'LeHarmless.	もす・れはーむれすへのあくせすをえる	manual	quest	
Client of Kourend	クーレンドのこきゃく	manual	quest	
Gain Kharedst's Memoirs.	かはれどすとかいろくをえる	manual	quest	
Clock Tower	とけいとう	manual	quest	
Help Brother Kojo repair the Clock Tower.	こうじぶらざあくろっくたわーしゅうりてつだう	manual	quest	
Cold War	つめたいせん	manual	quest	
Gain access to the Penguin Agility Course.	ぺんぎんあじりてぃこーすへのあくせすをえる	manual	quest	
Contact!	せつふ！	manual	quest	
Gain the Keris dagger.	けりすかたなをえる	manual	quest	
Cook's Assistant	りょうりひとのたすけて	manual	quest	
Help the Lumbridge Castle Cook out of his baking bind.	らみっじじょうあるきっくをやきたてこまりからすくう	manual	quest	
Corsair Curse, The	わたしりゃくせんののろい	manual	quest	
The Corsair Curse	わたしりゃくせんののろい	manual	quest	
Gain access to the Corsair Cove Bank.	かいぞくいりえぎんこうへのあくせすをえる	manual	quest	
Creature of Fenkenstrain	フェンケンストレインのせいぶつ	manual	quest	
Gain a Ring of Charos.	かろすのゆびわをえる	manual	quest	
Curse of the Empty Lord	きょむのぬしののろい	manual	quest	
Gain a set of Ghostly Robes.	ゆうれいふくをえる	manual	quest	
Daddy's Home	ちちのいえ	manual	quest	
Learn about the Construction skill.	けんちくぎのうについてまなぶ	manual	quest	
Darkness of Hallowvale	ハローヴァールのやみ	manual	quest	
Learn the reverse Temple Trekking routes.	さかもどりじゅぎょうとれっきんぐぷらんをまなぶ	manual	quest	
Death Plateau	しのこうはら	manual	quest	
Gain a set of Climbing Boots.	のぼりながぐつをえる	manual	quest	
Death to the Dorgeshuun	ドーゲシューンにしを	manual	quest	
Gain access to the H.A.M Store Room.	えいちえーえむこれくじゅんたべやへのあくせすをえる	manual	quest	
Demon Slayer	デーモン・スレイヤー	manual	quest	
Face your destiny in Varrock.	バロックでじぶんのうんめいにむきあう	manual	quest	
Depths of Despair, The	たえのぞみのそこ	manual	quest	
The Depths of Despair	たえのぞみのそこ	manual	quest	
Gain the Hosidius Memoirs teleport.	ほしでぃうすかいろくてれぽーとえんくをえる	manual	quest	
Desert Treasure I	さばくのたから１	manual	quest	
Learn how to use the Ancient Magicks.	こだいまじゅつのつかいかたをまなぶ	manual	quest	
