english	translation	category	sub_category	source
If you see any red 'hit splats' during combat, the number shown corresponds to the number of Hitpoints lost as a result of that strike.	せんとうちゅうにひょうじされるあかい「ヒットマーク」はてきからうけたダメージをおもてします。	interface	generalUI	skillGuide
Blue hit splats mean no damage has been dealt.	あおいヒットマークはダメージをうけなかったことをおもてします。	interface	generalUI	skillGuide
Green hit splats are poison damage.	みどりのヒットマークはどくダメージです。	interface	generalUI	skillGuide
Teal hit splats are venom damage. (Members)	あんいみどりいろのヒットマークはもうどくダメージです。（かいいんかぎさだめ）	interface	generalUI	skillGuide
Orange hit splats are disease damage. (Members)	オレンジいろのヒットマークはかんそめダメージです。（かいいんかぎさだめ）	interface	generalUI	skillGuide
Dark purple hit splats are corruption damage. (Members)	くろむらさきいろのヒットマークはふはいダメージです。（かいいんかぎさだめ）	interface	generalUI	skillGuide
Healing	かいふく	interface	generalUI	skillGuide
Equipment	そうび	interface	generalUI	skillGuide
Purple Sweets: Restores <Num0>-<Num1> Hitpoints (Members)	むらさきのアメ：たいりょくを<Num0>-<Num1>かいふく（かいいん）	interface	generalUI	skillGuide
Anchovies: Restores <Num0> Hitpoint	アンチョビ：たいりょくを<Num0>かいふく	interface	generalUI	skillGuide
Shrimp: Restores <Num0> Hitpoints	えび：たいりょくを<Num0>かいふく	interface	generalUI	skillGuide
Cooked chicken: Restores <Num0> Hitpoints	やきけたけいにく：たいりょくを<Num0>かいふく	interface	generalUI	skillGuide
Sardine: Restores <Num0> Hitpoints	イワシ：たいりょくを<Num0>かいふく	interface	generalUI	skillGuide
Cooked meat: Restores <Num0> Hitpoints	やきけたにく：たいりょくを<Num0>かいふく	interface	generalUI	skillGuide
Cooked mystery meat: Restores <Num0> Hitpoints	やきけたなぞのにく：たいりょくを<Num0>かいふく	interface	generalUI	skillGuide
Bread: Restores <Num0> Hitpoints	パン：たいりょくを<Num0>かいふく	interface	generalUI	skillGuide
Herring: Restores <Num0> Hitpoints	ニシン：たいりょくを<Num0>かいふく	interface	generalUI	skillGuide
Cooked Rabbit: Restores <Num0> Hitpoints (Members)	やきけたうさぎ：たいりょくを<Num0>かいふく（かいいん）	interface	generalUI	skillGuide
Steak Sandwich: Restores <Num0> Hitpoints	ステーキサンド：たいりょくを<Num0>かいふく	interface	generalUI	skillGuide
Mackerel: Restores <Num0> Hitpoints (Members)	サバ：たいりょくを<Num0>かいふく（かいいん）	interface	generalUI	skillGuide
Botanical Pie: Restores <Num0> Hitpoints (Members)	しょくぶつパイ：たいりょくを<Num0>かいふく（かいいん）	interface	generalUI	skillGuide
Slimy Eel: Restores <Num0>-<Num1> Hitpoints (Members)	なめらかりウナギ：たいりょくを<Num0>-<Num1>かいふく（かいいん）	interface	generalUI	skillGuide
Trout: Restores <Num0> Hitpoints	マス：たいりょくを<Num0>かいふく	interface	generalUI	skillGuide
Cod: Restores <Num0> Hitpoints (Members)	タラ：たいりょくを<Num0>かいふく（かいいん）	interface	generalUI	skillGuide
Roast Rabbit: Restores <Num0> Hitpoints (Members)	やきうさぎ：たいりょくを<Num0>かいふく（かいいん）	interface	generalUI	skillGuide
Cave Eel: Restores <Num0>-<Num1> Hitpoints (Members)	どうくつウナギ：たいりょくを<Num0>-<Num1>かいふく（かいいん）	interface	generalUI	skillGuide
Pike: Restores <Num0> Hitpoints	パイク：たいりょくを<Num0>かいふく	interface	generalUI	skillGuide
Wild kebbit: Restores <Num0> Hitpoints (Members)	やせいケビット：たいりょくを<Num0>かいふく（かいいん）	interface	generalUI	skillGuide
Salmon: Restores <Num0> Hitpoints	さけ：たいりょくを<Num0>かいふく	interface	generalUI	skillGuide
Redberry pie: Restores <Num0> Hitpoints	レッドベリーパイ：たいりょくを<Num0>かいふく	interface	generalUI	skillGuide
Tuna: Restores <Num0> Hitpoints	まぐろ：たいりょくを<Num0>かいふく	interface	generalUI	skillGuide
Crab meat: Restores <Num0> Hitpoints (Members)	かににく：たいりょくを<Num0>かいふく（かいいん）	interface	generalUI	skillGuide
Cooked fishcake: Restores <Num0> Hitpoints (Members)	やきけたフィッシュケーキ：たいりょくを<Num0>かいふく（かいいん）	interface	generalUI	skillGuide
Jug of wine: Restores <Num0> Hitpoints	ワインのピッチャー：たいりょくを<Num0>かいふく	interface	generalUI	skillGuide
Meat pie: Restores <Num0> Hitpoints	にくパイ：たいりょくを<Num0>かいふく	interface	generalUI	skillGuide
Lava Eel: Restores <Num0> Hitpoints (Members)	ようがんウナギ：たいりょくを<Num0>かいふく（かいいん）	interface	generalUI	skillGuide
Larupia: Restores <Num0> Hitpoints (Members)	ラルピア：たいりょくを<Num0>かいふく（かいいん）	interface	generalUI	skillGuide
Garden pie: Restores <Num0> Hitpoints (Members)	ガーデンパイ：たいりょくを<Num0>かいふく（かいいん）	interface	generalUI	skillGuide
Fish pie: Restores <Num0> Hitpoints (Members)	フィッシュパイ：たいりょくを<Num0>かいふく（かいいん）	interface	generalUI	skillGuide
Cake: Restores <Num0> Hitpoints	ケーキ：たいりょくを<Num0>かいふく	interface	generalUI	skillGuide
Lobster: Restores <Num0> Hitpoints	ロブスター：たいりょくを<Num0>かいふく	interface	generalUI	skillGuide
Barb-tailed kebbit: Restores <Num0> Hitpoints (Members)	とげおのケビット：たいりょくを<Num0>かいふく（かいいん）	interface	generalUI	skillGuide
Bass: Restores <Num0> Hitpoints (Members)	バス：たいりょくを<Num0>かいふく（かいいん）	interface	generalUI	skillGuide
Swordfish: Restores <Num0> Hitpoints	カジキ：たいりょくを<Num0>かいふく	interface	generalUI	skillGuide
Plain pizza: Restores <Num0> Hitpoints	ぐなしピザ：たいりょくを<Num0>かいふく	interface	generalUI	skillGuide
Apple pie: Restores <Num0> Hitpoints	リンゴパイ：たいりょくを<Num0>かいふく	interface	generalUI	skillGuide
Potato with butter: Restores <Num0> Hitpoints (Members)	じゃがバター：たいりょくを<Num0>かいふく（かいいん）	interface	generalUI	skillGuide
Chilli Potato: Restores <Num0> Hitpoints (Members)	じゃがとうがらし：たいりょくを<Num0>かいふく（かいいん）	interface	generalUI	skillGuide
Graahk: Restores <Num0> Hitpoints (Members)	グラーク：たいりょくを<Num0>かいふく（かいいん）	interface	generalUI	skillGuide
Chocolate Cake: Restores <Num0> Hitpoints	チョコケーキ：たいりょくを<Num0>かいふく	interface	generalUI	skillGuide
Monkfish: Restores <Num0> Hitpoints (Members)	アンコウ：たいりょくを<Num0>かいふく（かいいん）	interface	generalUI	skillGuide
Admiral pie: Restores <Num0> Hitpoints (Members)	ていとくパイ：たいりょくを<Num0>かいふく（かいいん）	interface	generalUI	skillGuide
Meat pizza: Restores <Num0> Hitpoints	にくピザ：たいりょくを<Num0>かいふく	interface	generalUI	skillGuide
Potato with cheese: Restores <Num0> Hitpoints (Members)	じゃがチーズ：たいりょくを<Num0>かいふく（かいいん）	interface	generalUI	skillGuide
Egg Potato: Restores <Num0> Hitpoints (Members)	じゃがたまご：たいりょくを<Num0>かいふく（かいいん）	interface	generalUI	skillGuide
Kyatt: Restores <Num0> Hitpoints (Members)	カイヤット：たいりょくを<Num0>かいふく（かいいん）	interface	generalUI	skillGuide
Cooked karambwan: Restores <Num0> Hitpoints (Members)	やきけたカラムワン：たいりょくを<Num0>かいふく（かいいん）	interface	generalUI	skillGuide
Anchovy pizza: Restores <Num0> Hitpoints	アンチョビピザ：たいりょくを<Num0>かいふく	interface	generalUI	skillGuide
Ugthanki kebab: Restores <Num0> Hitpoints (Members)	ウグタンキ・ケバブ：たいりょくを<Num0>かいふく（かいいん）	interface	generalUI	skillGuide
Pyre fox: Restores <Num0> Hitpoints (Members)	ほのおギツネ：：たいりょくを<Num0>かいふく（かいいん）	interface	generalUI	skillGuide
Shark: Restores <Num0> Hitpoints (Members)	サメ：たいりょくを<Num0>かいふく（かいいん）	interface	generalUI	skillGuide
Mushroom Potato: Restores <Num0> Hitpoints (Members)	じゃがキノコ：たいりょくを<Num0>かいふく（かいいん）	interface	generalUI	skillGuide
Sea Turtle: Restores <Num0> Hitpoints (Members)	ウミガメ：たいりょくを<Num0>かいふく（かいいん）	interface	generalUI	skillGuide
Sunlight antelope: Restores <Num0> Hitpoints (Members)	にっこうアンテロープ：たいりょくを<Num0>かいふく（かいいん）	interface	generalUI	skillGuide
Manta Ray: Restores <Num0> Hitpoints (Members)	マンタ：たいりょくを<Num0>かいふく（かいいん）	interface	generalUI	skillGuide
Dark Crab: Restores <Num0> Hitpoints (Members)	あんこくのかに：たいりょくを<Num0>かいふく（かいいん）	interface	generalUI	skillGuide
Tuna Potato: Restores <Num0> Hitpoints (Members)	じゃがツナ：たいりょくを<Num0>かいふく（かいいん）	interface	generalUI	skillGuide
Wild pie: Restores <Num0> Hitpoints (Members)	ワイルドパイ：たいりょくを<Num0>かいふく（かいいん）	interface	generalUI	skillGuide
Summer pie: Restores <Num0> Hitpoints (Members)	サマーパイ：たいりょくを<Num0>かいふく（かいいん）	interface	generalUI	skillGuide
Pineapple pizza: Restores <Num0> Hitpoints (Members)	パイナップルピザ：たいりょくを<Num0>かいふく（かいいん）	interface	generalUI	skillGuide
Dashing kebbit: Restores <Num0> Hitpoints and <Num1> Run Energy (Members)	すばやいケビット：たいりょく<Num0>とはしりちから<Num1>かいふく（かいいん）	interface	generalUI	skillGuide
Moonlight antelope: Restores <Num0> Hitpoints and cures <Num1> level of poison (Members)	げっこうアンテロープ：たいりょく<Num0>とどく<Num1>だんかいかいふく（かいいん）	interface	generalUI	skillGuide
Anglerfish: Restores Hitpoints based on your Hitpoints level up to a maximum of <Num0> - can boost beyond your level (Members)	ペリカンアンコウ：たいりょくレベルにおうじてさいだい<Num0>たいりょくをかいふく。じょうかぎいじょうのかいふくかのう。（かいいん）	interface	generalUI	skillGuide
Saradomin brew: Restores <Num0>% of your Hitpoints level plus <Num1> - can boost beyond your level (Members)	サラドミンのひやく：たいりょくレベルの<Num0>%+<Num1>かいふく。じょうかぎいじょうのかいふくかのう。（かいいん）	interface	generalUI	skillGuide
Equipment - Members Only	そうび：かいいんかぎさだめ	interface	generalUI	skillGuide
Nightmare Staff (without orb) (with <Num0> Magic)	あくむのつえ（オーブむ）（まほう<Num0>も）	interface	generalUI	skillGuide
Nightmare Staff (with orb) (with <Num0> Magic)	あくむのつえ（オーブあ）（まほう<Num0>も）	interface	generalUI	skillGuide
Enchanted zenyte jewellery	まほうふよされたゼナイトのほうしょくひん	interface	generalUI	skillGuide
Amulet of Rancour	えんこんのアミュレット	interface	generalUI	skillGuide
Mining	さいくつ	interface	generalUI	skillGuide
Rocks	がんせき	interface	generalUI	skillGuide
Rune essence (after Rune Mysteries)	ルーンのそ（「ルーンのなぞ」あと）	interface	generalUI	skillGuide
Clay	ねんど	interface	generalUI	skillGuide
Copper ore	どうこうせき	interface	generalUI	skillGuide
Tin ore	スズこうせき	interface	generalUI	skillGuide
Blurite ore	ブルタイトこうせき	interface	generalUI	skillGuide
Members: Limestone	かいいん：せっかいがん	interface	generalUI	skillGuide
Barronite (after Below Ice Mountain)	バロナイト（「こおりやまのちか」あと）	interface	generalUI	skillGuide
Iron ore	てっこうせき	interface	generalUI	skillGuide
Silver ore	ぎんこうせき	interface	generalUI	skillGuide
Members: Volcanic ash	かいいん：かざんばい	interface	generalUI	skillGuide
Coal	せきたん	interface	generalUI	skillGuide
Members: Pure essence (after Rune Mysteries)	かいいん：じゅんすいなそ（「ルーンのなぞ」あと）	interface	generalUI	skillGuide
Members: Motherlode mine (lower level)	かいいん：とみこうおびこうざん（ていそう）	interface	generalUI	skillGuide
Members: Sandstone	かいいん：さがん	interface	generalUI	skillGuide
Members: Dense essence (with <Num0> Crafting)	かいいん：のうみつなそ（こうさく<Num0>も）	interface	generalUI	skillGuide
Gold	きん	interface	generalUI	skillGuide
Members: Gem rocks	かいいん：ほうせきのはらいわ	interface	generalUI	skillGuide
Members: Calcified rocks	かいいん：せきたんかしたいし	interface	generalUI	skillGuide
Members: Volcanic sulphur	かいいん：かざんいおう	interface	generalUI	skillGuide
Members: Lovakengj Blast Mine	かいいん：ロヴァケインばくはつこうざん	interface	generalUI	skillGuide
Members: Granite	かいいん：かこうがん	interface	generalUI	skillGuide
Members: Volcanic Mine	かいいん：かざんこうざん	interface	generalUI	skillGuide
Mithril ore	ミスリルこうせき	interface	generalUI	skillGuide
Members: Motherlode mine (upper level)	かいいん：とみこうおびこうざん（じょうそう）	interface	generalUI	skillGuide
Members: Daeyalt essence (after Sins of the Father)	かいいん：ダエヤルトのそ（「ちちのつみ」あと）	interface	generalUI	skillGuide
Members: Tainted essence chunk	かいいん：ふはいしたエッセンスのかたまり	interface	generalUI	skillGuide
Members: Lovakite ore	かいいん：ロヴァカイトこうせき	interface	generalUI	skillGuide
Adamantite ore	アダマンタイトこうせき	interface	generalUI	skillGuide
Members: Soft clay	かいいん：やわらかいねんど	interface	generalUI	skillGuide
Members: Te Salt	かいいん：てしお	interface	generalUI	skillGuide
Members: Efh Salt	かいいん：エフフしお	interface	generalUI	skillGuide
Members: Urt Salt	かいいん：うるとしお	interface	generalUI	skillGuide
Members: Basalt	かいいん：げんぶがん	interface	generalUI	skillGuide
Members: Ancient essence (after Secrets of the North)	かいいん：こだいのエッセンス（「きたりくのひみつ」あと）	interface	generalUI	skillGuide
Runite ore	ルーナイトこうせき	interface	generalUI	skillGuide
Members: Amethyst	かいいん：アメシスト	interface	generalUI	skillGuide
Areas	ちいき	interface	generalUI	skillGuide
Shooting Stars	りゅうれほし	interface	generalUI	skillGuide
Bronze pickaxe	せいどうのツルハシ	interface	generalUI	skillGuide
Iron pickaxe	てつのツルハシ	interface	generalUI	skillGuide
Steel pickaxe	こうてつのツルハシ	interface	generalUI	skillGuide
Black pickaxe	くろがねのツルハシ	interface	generalUI	skillGuide
Members: Mining gloves	かいいん：さいくつてぶくろ	interface	generalUI	skillGuide
Mithril pickaxe	ミスリルのツルハシ	interface	generalUI	skillGuide
Adamant pickaxe	アダマントのツルハシ	interface	generalUI	skillGuide
Rune pickaxe	ルーンのツルハシ	interface	generalUI	skillGuide
Gilded pickaxe	おうごんのツルハシ	interface	generalUI	skillGuide
Members: Superior mining gloves	かいいん：ゆうれたさいくつてぶくろ	interface	generalUI	skillGuide
Members: Dragon pickaxe	かいいん：りゅうてつのツルハシ	interface	generalUI	skillGuide
Members: <Num0>rd age pickaxe	かいいん：だい<Num0>きのツルハシ	interface	generalUI	skillGuide
Members: Infernal pickaxe (with <Num0> Smithing)	かいいん：ごくえんのツルハシ（かじ<Num0>も）	interface	generalUI	skillGuide
Members: Expert mining gloves	かいいん：せんもんかのさいくつてぶくろ	interface	generalUI	skillGuide
Members: Crystal pickaxe (after Song of the Elves)	かいいん：すいしょうのツルハシ（「エルフのうた」あと）	interface	generalUI	skillGuide
Members: Motherlode Mine	かいいん：とみこうおびこうざん	interface	generalUI	skillGuide
Members: Motherlode Mine upper area	かいいん：とみこうおびこうざんのじょうそう	interface	generalUI	skillGuide
Mining Guild	さいくつギルド	interface	generalUI	skillGuide
Size-<Num0> stars	だいきさ<Num0>のほし	interface	generalUI	skillGuide
Strength	わんりょく	interface	generalUI	skillGuide
Bronze warhammer	せいどうのせんつい	interface	generalUI	skillGuide
Iron warhammer	てつのせんつい	interface	generalUI	skillGuide
Steel warhammer	こうてつのせんつい	interface	generalUI	skillGuide
Members: Black halberd (with <Num0> Attack)	かいいん：くろがねのほこやり（こうげきりょく<Num0>も）	interface	generalUI	skillGuide
Members: White halberd (with <Num0> Attack)	かいいん：はくてつのほこやり（こうげきりょく<Num0>も）	interface	generalUI	skillGuide
Black warhammer	くろがねのせんつい	interface	generalUI	skillGuide
Members: White warhammer (with <Num0> Prayer)	かいいん：はくてつのせんつい（いのり<Num0>も）	interface	generalUI	skillGuide
Members: Mithril halberd (with <Num0> Attack)	かいいん：ミスリルのほこやり（こうげきりょく<Num0>も）	interface	generalUI	skillGuide
Members: Adamant halberd (with <Num0> Attack)	かいいん：アダマントのほこやり（こうげきりょく<Num0>も）	interface	generalUI	skillGuide
Mithril warhammer	ミスリルのせんつい	interface	generalUI	skillGuide
Members: Rune halberd (with <Num0> Attack)	かいいん：ルーンのほこやり（こうげきりょく<Num0>も）	interface	generalUI	skillGuide
Adamant warhammer	アダマントのせんつい	interface	generalUI	skillGuide
Members: Hunter's spears (with <Num0> Ranged)	かいいん：かりゅうどのやり（えんしゃ<Num0>も）	interface	generalUI	skillGuide
Members: Dragon halberd (with <Num0> Attack)	かいいん：りゅうてつのほこやり（こうげきりょく<Num0>も）	interface	generalUI	skillGuide
Rune warhammer	ルーンのせんつい	interface	generalUI	skillGuide
Members: Barrelchest Anchor (with <Num0> Attack)	かいいん：バレルチェストのいかり（こうげきりょく<Num0>も）	interface	generalUI	skillGuide
Members: Granite maul (with <Num0> Attack)	かいいん：かこうがんのおおづち（こうげきりょく<Num0>も）	interface	generalUI	skillGuide
Members: Granite longsword (with <Num0> Attack)	かいいん：かこうがんのちょうけん（こうげきりょく<Num0>も）	interface	generalUI	skillGuide
Members: TzHaar-Ket-Om	かいいん：ツザー・ケット・オム	interface	generalUI	skillGuide
Members: Dragon warhammer	かいいん：りゅうてつのせんつい	interface	generalUI	skillGuide
Members: Ancient sceptre (requires Secrets of the North, <Num0> Attack and <Num1> Magic)	かいいん：こだいのしゃく（「きたりくのひみつ」とこうげきりょく<Num0>とまほう<Num1>）	interface	generalUI	skillGuide
Members: Dharok's greataxe (with <Num0> Attack)	かいいん：ダロックのおおおの（こうげきりょく<Num0>も）	interface	generalUI	skillGuide
Members: Torag's hammers (with <Num0> Attack)	かいいん：トーラッグのハンマー（こうげきりょく<Num0>も）	interface	generalUI	skillGuide
Members: Abyssal bludgeon (with <Num0> Attack)	かいいん：しんえんのこんぼう（こうげきりょく<Num0>も）	interface	generalUI	skillGuide
Members: Elder maul (with <Num0> Attack)	かいいん：エルダーのおおづち（こうげきりょく<Num0>も）	interface	generalUI	skillGuide
Members: Dual Macuahuitl (with <Num0> Attack)	かいいん：にとうりゅうマクアヒートル（こうげきりょく<Num0>も）	interface	generalUI	skillGuide
Members: Soulreaper axe (with <Num0> Attack)	かいいん：ソウルリーパーのおの（こうげきりょく<Num0>も）	interface	generalUI	skillGuide
Members: Scythe of Vitur (with <Num0> Attack)	かいいん：ヴァーチャーのおおかま（こうげきりょく<Num0>も）	interface	generalUI	skillGuide
Shortcuts	ちかくみち	interface	generalUI	skillGuide
Barbarian	ばんぞく	interface	generalUI	skillGuide
Granite armour (with <Num0> Defence)	かこうがんのぼうぐ（しゅびりょく<Num0>も）	interface	generalUI	skillGuide
Members: Zombie helmet (with <Num0> Defence)	かいいん：ゾンビのかぶと（しゅびりょく<Num0>も）	interface	generalUI	skillGuide
